FID,TEHSIL,SUBDIVISIO,DISTRICT,STATE,SID,DID,TID,VILL_CODE,VID,NAME
2395,RUPWAS, ,BHARATPUR,RAJASTHAN,8,7,10,0,8.07E+14,Rupbas
1059,BIJOLIYA, ,BHILWARA,RAJASTHAN,8,24,12,0,8.24E+14,Beejoliya
1436,BHILWARA, ,BHILWARA,RAJASTHAN,8,24,8,0,8.24E+14,Bhilwara
1560,ASIND, ,BHILWARA,RAJASTHAN,8,24,1,0,8.24E+14,Asind
1563,BANERA, ,BHILWARA,RAJASTHAN,8,24,4,0,8.24E+14,Banera
1773,MANDALGARH, ,BHILWARA,RAJASTHAN,8,24,11,0,8.24E+14,Mandalgarh
1778,KOTRI, ,BHILWARA,RAJASTHAN,8,24,9,0,8.24E+14,Kotri
2219,HURDA, ,BHILWARA,RAJASTHAN,8,24,2,0,8.24E+14,Hurda
2221,JAHAJPUR, ,BHILWARA,RAJASTHAN,8,24,10,0,8.24E+14,Jahazpur
2314,MANDAL, ,BHILWARA,RAJASTHAN,8,24,5,0,8.24E+14,Mandal
2377,RAIPUR, ,BHILWARA,RAJASTHAN,8,24,6,0,8.24E+14,Raipur
2415,SAHARA, ,BHILWARA,RAJASTHAN,8,24,7,0,8.24E+14,Sahara
2418,SAHARA (FULL), ,BHILWARA,RAJASTHAN,8,24,3,0,8.24E+14,Shahpura
2442,SHAHPURA, ,BHILWARA,RAJASTHAN,8,24,3,0,8.24E+14,Shahpura
1516,BIKANER, ,BIKANER,RAJASTHAN,8,3,1,0,8.03E+14,Bikaner
1568,CHATARGARH, ,BIKANER,RAJASTHAN,8,3,7,0,8.03E+14,Chhatargarh
2204,KOLAYAT, ,BIKANER,RAJASTHAN,8,3,4,0,8.03E+14,Nokha
2247,KHAJUWALA, ,BIKANER,RAJASTHAN,8,3,6,0,8.03E+14,Khajuwala
2304,LUNKARANSAR, ,BIKANER,RAJASTHAN,8,3,3,0,8.03E+14,Lunkaransar
2368,PUGAL, ,BIKANER,RAJASTHAN,8,3,2,0,8.03E+14,Poogal
2480,SHRI DUNGARGARH, ,BIKANER,RAJASTHAN,8,3, , , , 
2481,NOKHA, ,BIKANER,RAJASTHAN,8,3,5,0,8.03E+14,Nokha
1519,BUNDI, ,BUNDI,RAJASTHAN,8,23,5,0,8.23E+14,Bundi
2080,HINDOLI, ,BUNDI,RAJASTHAN,8,23,1,0,8.23E+14,Hindoli
2220,INDRAGARH, ,BUNDI,RAJASTHAN,8,23,3,0,8.23E+14,Indragarh
2234,KESHORAIPATAN, ,BUNDI,RAJASTHAN,8,23,4,0,8.23E+14,Keshoraipatan
2279,NAINWA, ,BUNDI,RAJASTHAN,8,23,2,0,8.23E+14,Nainwa
1336,BEGUN, ,CHITTAURGARH,RAJASTHAN,8,29,3,0,8.29E+14,Begun
1408,BHADESAR, ,CHITTAURGARH,RAJASTHAN,8,29,8,0,8.29E+14,Bhadesar
1509,RAWATBHATA, ,CHITTAURGARH,RAJASTHAN,8,29,4,0,8.29E+14,Rawatbhata
1566,BARI SADRI, ,CHITTAURGARH,RAJASTHAN,8,29,11,0,8.29E+14,Bari Sadri
1569,KAPASAN, ,CHITTAURGARH,RAJASTHAN,8,29,6,0,8.29E+14,Kapasan
1623,CHITTAURGARH, ,CHITTAURGARH,RAJASTHAN,8,29,5,0,8.29E+14,Chittaurgarh
1925,DUNGLA, ,CHITTAURGARH,RAJASTHAN,8,29,7,0,8.29E+14,Dungla
1962,GANGRAR, ,CHITTAURGARH,RAJASTHAN,8,29,2,0,8.29E+14,Gangrar
2208,NIMBAHERA, ,CHITTAURGARH,RAJASTHAN,8,29,9,0,8.29E+14,Nimbahera
2390,RASHMI, ,CHITTAURGARH,RAJASTHAN,8,29,1,0,8.29E+14,Rashmi
1665,CHURU, ,CHURU,RAJASTHAN,8,4,4,0,8.04E+14,Churu
2267,TARANAGAR, ,CHURU,RAJASTHAN,8,4,1,0,8.04E+14,Taranagar
2384,RAJGARH, ,CHURU,RAJASTHAN,8,4,2,0,8.04E+14,Rajgarh
2391,RATANGARH, ,CHURU,RAJASTHAN,8,4,6,0,8.04E+14,Ratangarh
2432,SARDARSHAR, ,CHURU,RAJASTHAN,8,4,3,0,8.04E+14,Sardarshahar
2463,SUJANGARH, ,CHURU,RAJASTHAN,8,4,7,0,8.04E+14,Sujangarh
1163,BASWA, ,DAUSA,RAJASTHAN,8,11,1,0,8.11E+14,Baswa
1667,DAUSA, ,DAUSA,RAJASTHAN,8,11,4,0,8.11E+14,Dausa
2300,LALSOT, ,DAUSA,RAJASTHAN,8,11,5,0,8.11E+14,Lalsot
2310,MAHWA, ,DAUSA,RAJASTHAN,8,11,2,0,8.11E+14,Mahwa
2419,SAKRAI, ,DAUSA,RAJASTHAN,8,11,3,0,8.11E+14,Sikrai
813,BASERI, ,DHOLPUR,RAJASTHAN,8,8,1,0,8.08E+14,Baseri
1565,BARI, ,DHOLPUR,RAJASTHAN,8,8,2,0,8.08E+14,Bari
1736,DHAULPUR, ,DHOLPUR,RAJASTHAN,8,8,4,0,8.08E+14,Dhaulpur
2381,RAJAKHERA, ,DHOLPUR,RAJASTHAN,8,8,5,0,8.08E+14,Rajakhera
2438,SEPAU, ,DHOLPUR,RAJASTHAN,8,8,3,0,8.08E+14,Sepau
378,ASPUR, ,DUNGARPUR,RAJASTHAN,8,27,2,0,8.27E+14,Aspur
1886,DUNGARPUR, ,DUNGARPUR,RAJASTHAN,8,27,1,0,8.27E+14,Dungarpur
2144,SIMALWARA, ,DUNGARPUR,RAJASTHAN,8,27,4,0,8.27E+14,Simalwara
2400,SAGWARA, ,DUNGARPUR,RAJASTHAN,8,27,3,0,8.27E+14,Sagwara
722,KARANPUR, ,GANGANAGAR,RAJASTHAN,8,1,1,0,8.01E+14,Karanpur
1594,PADAMPUR, ,GANGANAGAR,RAJASTHAN,8,1,4,0,8.01E+14,Padampur
1638,GHARSANA, ,GANGANAGAR,RAJASTHAN,8,1,7,0,8.01E+14,Gharsana
1935,GANGANAGAR, ,GANGANAGAR,RAJASTHAN,8,1,2,0,8.01E+14,Ganganagar
2284,SURATGARH, ,GANGANAGAR,RAJASTHAN,8,1,9,0,8.01E+14,Suratgarh
2372,RAISINGHNAGAR, ,GANGANAGAR,RAJASTHAN,8,1,5,0,8.01E+14,Raisinghnagar
2398,SADULSHAR, ,GANGANAGAR,RAJASTHAN,8,1,3,0,8.01E+14,Sadulshahar
2474,VIJAY NAGAR, ,GANGANAGAR,RAJASTHAN,8,1,8,0,8.01E+14,Vijainagar
3682,ANUPGARH, ,GANGANAGAR,RAJASTHAN,8,1,6,0,8.01E+14,Anupgarh
1337,BHADRA, ,HANUMANGARH,RAJASTHAN,8,2,7,0,8.02E+14,Bhadra
2014,HANUMANGARH, ,HANUMANGARH,RAJASTHAN,8,2,3,0,8.02E+14,Hanumangarh
2346,NOHAR, ,HANUMANGARH,RAJASTHAN,8,2,6,0,8.02E+14,Nohar
2371,PALIBANGA, ,HANUMANGARH,RAJASTHAN,8,2,4,0,8.02E+14,Pilibanga
2373,RAWATSAR, ,HANUMANGARH,RAJASTHAN,8,2,5,0,8.02E+14,Rawatsar
2399,SANGHRIYA, ,HANUMANGARH,RAJASTHAN,8,2,1,0,8.02E+14,Sangaria
2468,TIBI, ,HANUMANGARH,RAJASTHAN,8,2,2,0,8.02E+14,Tibi
1162,BASSI, ,JAIPUR,RAJASTHAN,8,12,12,0,8.12E+14,Bassi
1567,CHAKSU, ,JAIPUR,RAJASTHAN,8,12,13,0,8.12E+14,Chaksu
1624,CHOMU, ,JAIPUR,RAJASTHAN,8,12,4,0,8.12E+14,Chomu
1831,DUDU, ,JAIPUR,RAJASTHAN,8,12,6,0,8.12E+14,Dudu (Hq. Mauzamabad)
1850,KOTPUTLI, ,JAIPUR,RAJASTHAN,8,12,1,0,8.12E+14,Kotputli
2212,SHAHPURA, ,JAIPUR,RAJASTHAN,8,12,3,0,8.12E+14,Shahpura
2222,JAIPUR, ,JAIPUR,RAJASTHAN,8,12,9,0,8.12E+14,Jaipur
2224,JAMWA RAMGARH, ,JAIPUR,RAJASTHAN,8,12,11,0,8.12E+14,Jamwa Ramgarh
2356,PHAGI, ,JAIPUR,RAJASTHAN,8,12,7,0,8.12E+14,Phagi
2358,PHULERA, ,JAIPUR,RAJASTHAN,8,12,5,0,8.12E+14,Phulera (Hq.Sambhar)
2424,SANGANER, ,JAIPUR,RAJASTHAN,8,12,8,0,8.12E+14,Sanganer
2475,VIRAT NAGAR, ,JAIPUR,RAJASTHAN,8,12,2,0,8.12E+14,Viratnagar
3651,AMER, ,JAIPUR,RAJASTHAN,8,12,10,0,8.12E+14,Amber
1766,FATEHGARH, ,JAISELMER,RAJASTHAN,8,16,3,0,8.16E+14,Fatehgarh
2223,JAISELMER, ,JAISELMER,RAJASTHAN,8,16,1,0,8.16E+14,Jaisalmer
2364,POKRAN, ,JAISELMER,RAJASTHAN,8,16,2,0,8.16E+14,Pokaran
647,AHORE, ,JALOR,RAJASTHAN,8,18,2,0,8.18E+14,Ahore
1439,BHINMAL, ,JALOR,RAJASTHAN,8,18,4,0,8.18E+14,Bhinmal
1561,BAGORA, ,JALOR,RAJASTHAN,8,18,5,0,8.18E+14,Bagora
2119,JALORE, ,JALOR,RAJASTHAN,8,18,3,0,8.18E+14,Jalor
2389,RANIWARA, ,JALOR,RAJASTHAN,8,18,7,0,8.18E+14,Raniwara
2421,SANCHORE, ,JALOR,RAJASTHAN,8,18,6,0,8.18E+14,Sanchore
2437,SAYLA, ,JALOR,RAJASTHAN,8,18,1,0,8.18E+14,Sayla
723,PACHPHAR, ,JHALAWAR,RAJASTHAN,8,32,5,0,8.32E+14,Pachpahar
1637,GANGDHAR, ,JHALAWAR,RAJASTHAN,8,32,7,0,8.32E+14,Gangdhar
2207,MANOHARTHANA, ,JHALAWAR,RAJASTHAN,8,32,4,0,8.32E+14,Manohar Thana
2226,JHALRAPATAN, ,JHALAWAR,RAJASTHAN,8,32,2,0,8.32E+14,Jhalrapatan
2251,KHANPUR, ,JHALAWAR,RAJASTHAN,8,32,1,0,8.32E+14,Khanpur
2281,PIDDAWA, ,JHALAWAR,RAJASTHAN,8,32,6,0,8.32E+14,Pirawa
3147,AKLERA, ,JHALAWAR,RAJASTHAN,8,32,3,0,8.32E+14,Aklera
1518,BUHANA, ,JHUNJHUNUN,RAJASTHAN,8,5,3,0,8.05E+14,Buhana
1554,CHIRAWA, ,JHUNJHUNUN,RAJASTHAN,8,5,2,0,8.05E+14,Chirawa
2140,JHUNJHUNUN, ,JHUNJHUNUN,RAJASTHAN,8,5,1,0,8.05E+14,Jhunjhunun
2249,KHETRI, ,JHUNJHUNUN,RAJASTHAN,8,5,4,0,8.05E+14,Khetri
2344,NAWALGARH, ,JHUNJHUNUN,RAJASTHAN,8,5,5,0,8.05E+14,Nawalgarh
2447,UDAIPURWATI, ,JHUNJHUNUN,RAJASTHAN,8,5,6,0,8.05E+14,Udaipurwati
1058,BHOPALGARH, ,JODHPUR,RAJASTHAN,8,15,3,0,8.15E+14,Bhopalgarh
1517,BILARA, ,JODHPUR,RAJASTHAN,8,15,7,0,8.15E+14,Bilara
2141,JODHPUR, ,JODHPUR,RAJASTHAN,8,15,4,0,8.15E+14,Jodhpur
2265,LUNI, ,JODHPUR,RAJASTHAN,8,15,6,0,8.15E+14,Luni
2349,OSIAN, ,JODHPUR,RAJASTHAN,8,15,2,0,8.15E+14,Osian
2357,PHALODI, ,JODHPUR,RAJASTHAN,8,15,1,0,8.15E+14,Phalodi
2443,SHERGARH, ,JODHPUR,RAJASTHAN,8,15,5,0,8.15E+14,Shergarh
1771,KARAULI, ,KARAULI,RAJASTHAN,8,9,4,0,8.09E+14,Karauli
2079,HINDAUN, ,KARAULI,RAJASTHAN,8,9,3,0,8.09E+14,Hindaun
2123,TODA BHIM, ,KARAULI,RAJASTHAN,8,9,1,0,8.09E+14,Todabhim
2317,MANDRAIL, ,KARAULI,RAJASTHAN,8,9,5,0,8.09E+14,Mandrail
2334,NADOTI, ,KARAULI,RAJASTHAN,8,9,2,0,8.09E+14,Nadoti
2428,SAPOTRA, ,KARAULI,RAJASTHAN,8,9,6,0,8.09E+14,Sapotra
1754,DIGOD, ,KOTA,RAJASTHAN,8,30,2,0,8.30E+14,Digod
2299,LADPURA, ,KOTA,RAJASTHAN,8,30,3,0,8.30E+14,Ladpura
2363,PIPALDA, ,KOTA,RAJASTHAN,8,30,1,0,8.30E+14,Pipalda
2386,RAMGANJ MANDI, ,KOTA,RAJASTHAN,8,30,4,0,8.30E+14,Ramganj Mandi
2425,SANGOD, ,KOTA,RAJASTHAN,8,30,5,0,8.30E+14,Sangod
1572,DIDWANA, ,NAGAUR,RAJASTHAN,8,14,2,0,8.14E+14,Didwana
1695,DEGANA, ,NAGAUR,RAJASTHAN,8,14,7,0,8.14E+14,Degana
2225,JAYAL, ,NAGAUR,RAJASTHAN,8,14,3,0,8.14E+14,Jayal
2252,KHINVSAR, ,NAGAUR,RAJASTHAN,8,14,5,0,8.14E+14,Kheenvsar
2294,LADNUN, ,NAGAUR,RAJASTHAN,8,14,1,0,8.14E+14,Ladnu
2313,MAKRANA, ,NAGAUR,RAJASTHAN,8,14,9,0,8.14E+14,Makrana
2320,MERTA, ,NAGAUR,RAJASTHAN,8,14,6,0,8.14E+14,Merta
2338,NAGAUR, ,NAGAUR,RAJASTHAN,8,14,4,0,8.14E+14,Nagaur
2343,NAWA, ,NAGAUR,RAJASTHAN,8,14,10,0,8.14E+14,Nawa
2353,PARVATSAR, ,NAGAUR,RAJASTHAN,8,14,8,0,8.14E+14,Parbatsar
424,BALI, ,PALI,RAJASTHAN,8,20,9,0,8.20E+14,Bali
1702,DESURI, ,PALI,RAJASTHAN,8,20,7,0,8.20E+14,Desuri
2118,JAITARAN, ,PALI,RAJASTHAN,8,20,1,0,8.20E+14,Jaitaran
2318,MARWARJUN, ,PALI,RAJASTHAN,8,20,6,0,8.20E+14,Marwar Junction
2352,PALI, ,PALI,RAJASTHAN,8,20,5,0,8.20E+14,Pali
2378,RAIPUR, ,PALI,RAJASTHAN,8,20,2,0,8.20E+14,Raipur
2394,ROHAT, ,PALI,RAJASTHAN,8,20,4,0,8.20E+14,Rohat
2462,SOJAT, ,PALI,RAJASTHAN,8,20,3,0,8.20E+14,Sojat
2466,SUMERPUR, ,PALI,RAJASTHAN,8,20,8,0,8.20E+14,Sumerpur
1559,ARNOD, ,PRATAPGARH,RAJASTHAN,8,33,1,0,8.33E+14,Arnod
1645,CHOTI SADARI, ,PRATAPGARH,RAJASTHAN,8,33,2,0,8.33E+14,Chhoti Sadri
1735,DHARIYAWAD, ,PRATAPGARH,RAJASTHAN,8,33,3,0,8.33E+14,Dhariawad
2367,PRATAPGARH, ,PRATAPGARH,RAJASTHAN,8,33,4,0,8.33E+14,Pratapgarh
2476,PIPALKHUNT, ,PRATAPGARH,RAJASTHAN,8,33,<Null>, , , 
1437,BHIM, ,RAJSMAND,RAJASTHAN,8,25,1,0,8.25E+14,Bhim
1696,DEOGARH, ,RAJSMAND,RAJASTHAN,8,25,2,0,8.25E+14,Deogarh
1779,KUMBHALGARH, ,RAJSMAND,RAJASTHAN,8,25,4,0,8.25E+14,Kumbhalgarh
2342,NATHDWARA, ,RAJSMAND,RAJASTHAN,8,25,7,0,8.25E+14,Nathdwara
2374,RAILMAGRA, ,RAJSMAND,RAJASTHAN,8,25,5,0,8.25E+14,Rajsamand
2385,RAJSAMAND, ,RAJSMAND,RAJASTHAN,8,25,5,0,8.25E+14,Rajsamand
3652,AMET, ,RAJSMAND,RAJASTHAN,8,25,3,0,8.25E+14,Amet
1580,DANTA RAMGARG, ,SIKAR,RAJASTHAN,8,13,4,0,8.13E+14,Danta Ramgarh
1933,FATEHPUR, ,SIKAR,RAJASTHAN,8,13,1,0,8.13E+14,Fatehpur
2052,SHRI MADHOPUR, ,SIKAR,RAJASTHAN,8,13,5,0,8.13E+14,Sri Madhopur
2292,LACHHMANGARG, ,SIKAR,RAJASTHAN,8,13,2,0,8.13E+14,Lachhmangarh
2323,NIM KA THANA, ,SIKAR,RAJASTHAN,8,13,6,0,8.13E+14,Neem-Ka-Thana
2446,SIKAR, ,SIKAR,RAJASTHAN,8,13,3,0,8.13E+14,Sikar
646,ABU ROAD, ,SIROHI,RAJASTHAN,8,19,4,0,8.19E+14,Abu Road
2213,SHEOGANJ, ,SIROHI,RAJASTHAN,8,19,1,0,8.19E+14,Sheoganj
2360,PINDWARA, ,SIROHI,RAJASTHAN,8,19,3,0,8.19E+14,Pindwara
2393,REVDAR, ,SIROHI,RAJASTHAN,8,19,5,0,8.19E+14,Reodar
2460,SIROHI, ,SIROHI,RAJASTHAN,8,19,2,0,8.19E+14,Sirohi
425,BAMANWAS, ,SWAIMADHOPUR,RAJASTHAN,8,10,2,0,8.10E+14,Bamanwas
1188,BAULI, ,SWAIMADHOPUR,RAJASTHAN,8,10,4,0,8.10E+14,Bonli
1500,GANGAPUR, ,SWAIMADHOPUR,RAJASTHAN,8,10,1,0,8.10E+14,Gangapur
1646,CHOUTH KA BARWARA, ,SWAIMADHOPUR,RAJASTHAN,8,10,5,0,8.10E+14,Chauth Ka Barwara
2120,KHANDAR, ,SWAIMADHOPUR,RAJASTHAN,8,10,7,0,8.10E+14,Khandar
2188,MALARNA DOONAGAR, ,SWAIMADHOPUR,RAJASTHAN,8,10,3,0,8.10E+14,Malarna Doongar
2436,SAWAIMADHOPUR, ,SWAIMADHOPUR,RAJASTHAN,8,10,6,0,8.10E+14,Sawai Madhopur
1701,DEOLI, ,TONK,RAJASTHAN,8,22,6,0,8.22E+14,Deoli
2189,MALPURA, ,TONK,RAJASTHAN,8,22,1,0,8.22E+14,Malpura
2209,NIWAI, ,TONK,RAJASTHAN,8,22,3,0,8.22E+14,Niwai
2354,PEEPLU, ,TONK,RAJASTHAN,8,22,2,0,8.22E+14,Peeplu
2401,TODARAISINGH, ,TONK,RAJASTHAN,8,22,5,0,8.22E+14,Todaraisingh
2402,TONK, ,TONK,RAJASTHAN,8,22,4,0,8.22E+14,Tonk
2470,UNIARA, ,TONK,RAJASTHAN,8,22,7,0,8.22E+14,Uniara
1507,LASADIYA, ,UDAIPUR,RAJASTHAN,8,26,<Null>, , , 
1576,GOGANDA, ,UDAIPUR,RAJASTHAN,8,26,2,0,8.26E+14,Gogunda
1993,GIRWA, ,UDAIPUR,RAJASTHAN,8,26,5,0,8.26E+14,Girwa
2227,JHAROL, ,UDAIPUR,RAJASTHAN,8,26,4,0,8.26E+14,Jhadol
2248,KHERWARA, ,UDAIPUR,RAJASTHAN,8,26,10,0,8.26E+14,Kherwara
2261,KOTRA, ,UDAIPUR,RAJASTHAN,8,26,3,0,8.26E+14,Kotra
2309,MAVLI, ,UDAIPUR,RAJASTHAN,8,26,1,0,8.26E+14,Mavli
2420,SALUMBER, ,UDAIPUR,RAJASTHAN,8,26,8,0,8.26E+14,Salumbar
2429,SARADA, ,UDAIPUR,RAJASTHAN,8,26,9,0,8.26E+14,Sarada
2471,VALLABHNAGAR, ,UDAIPUR,RAJASTHAN,8,26,6,0,8.26E+14,Vallabhnagar
2477,RISHABHDEV, ,UDAIPUR,RAJASTHAN,8,26,<Null>, , , 
4347, ,EAST,EAST,SIKKIM, , , , , , 
4343, ,NORTH,NORTH,SIKKIM, , , , , , 
4346, ,SOUTH,SOUTH,SIKKIM, , , , , , 
4345, ,WEST,WEST,SIKKIM, , , , , , 
4137,UDAIYARPALAIYAM, ,ARIYALUR,TAMIL NADU,33,17,2,0,3.32E+15,Udayarpalayam
4157,ARIYALUR, ,ARIYALUR,TAMIL NADU,33,17,3,0,3.32E+15,Ariyalur
4271,SENDURAI, ,ARIYALUR,TAMIL NADU,33,17,1,0,3.32E+15,Sendurai
4139,MYLAPORE TIRUVALLIKKENI, ,CHENNAI,TAMIL NADU,33,2,3,0,3.30E+15,Mylapore Tiruvallikkeni
4285,FORT TONDIARPET, ,CHENNAI,TAMIL NADU,33,2,1,0,3.30E+15,Fort Tondiarpet
4291,MAMBALAM GUINDY, ,CHENNAI,TAMIL NADU,33,2,5,0,3.30E+15,Mambalam Guindy
4328,PERAMBUR PURASAVAKKAM, ,CHENNAI,TAMIL NADU,33,2,2,0,3.30E+15,Perambur Purasavakkam
4330,EGMORE NUNGAMBAKKAM, ,CHENNAI,TAMIL NADU,33,2,4,0,3.30E+15,Egmore Nungambakkam
3461,VALPARAI, ,COIMBATORE,TAMIL NADU,33,12,9,0,3.31E+15,Valparai
4172,COIMBATORE SOUTH, ,COIMBATORE,TAMIL NADU,33,12,6,0,3.31E+15,Coimbatore South
4173,COIMBATORE NORTH, ,COIMBATORE,TAMIL NADU,33,12,5,0,3.31E+15,Coimbatore North
4231,METTUPPALAIYAM, ,COIMBATORE,TAMIL NADU,33,12,8,0,3.31E+15,Mettupalayam
4260,POLLACHI, ,COIMBATORE,TAMIL NADU,33,12,7,0,3.31E+15,Pollachi
3948,PANRUTI, ,CUDDALORE,TAMIL NADU,33,18,1,0,3.32E+15,Panruti
4171,CHIDAMBARAM, ,CUDDALORE,TAMIL NADU,33,18,3,0,3.32E+15,Chidambaram
4175,CUDDALORE, ,CUDDALORE,TAMIL NADU,33,18,2,0,3.32E+15,Cuddalore
4212,KATTUMANNARKOIL, ,CUDDALORE,TAMIL NADU,33,18,4,0,3.32E+15,Kattumannarkoil
4290,VRIDDHACHALAM, ,CUDDALORE,TAMIL NADU,33,18,5,0,3.32E+15,Virudhachalam
4303,TITTAKUDI, ,CUDDALORE,TAMIL NADU,33,18,6,0,3.32E+15,Tittakudi
4187,DHARMAPURI, ,DHARAMPURI,TAMIL NADU,33,5,9,0,3.31E+15,Dharmapuri
4206,HARUR, ,DHARAMPURI,TAMIL NADU,33,5,7,0,3.31E+15,Harur
4244,PALAKODU, ,DHARAMPURI,TAMIL NADU,33,5,4,0,3.31E+15,Palakkodu
4250,PAPIREDDIPATTI, ,DHARAMPURI,TAMIL NADU,33,5,8,0,3.31E+15,Pappireddipatti
4254,PENNAGARAM, ,DHARAMPURI,TAMIL NADU,33,5,10,0,3.31E+15,Pennagaram
3878,KODAIKKANAL, ,DINDIGUL,TAMIL NADU,33,13,6,0,3.31E+15,Kodaikanal
3977,NILAKOTTAI, ,DINDIGUL,TAMIL NADU,33,13,7,0,3.31E+15,Nilakkottai
3978,ODDANCHATTRAM, ,DINDIGUL,TAMIL NADU,33,13,2,0,3.31E+15,Oddanchatram
4133,NATTAM, ,DINDIGUL,TAMIL NADU,33,13,4,0,3.31E+15,Natham
4190,DINDIGUL, ,DINDIGUL,TAMIL NADU,33,13,5,0,3.31E+15,Dindigul
4245,PALANI, ,DINDIGUL,TAMIL NADU,33,13,1,0,3.31E+15,Palani
4311,VEDASANDUR, ,DINDIGUL,TAMIL NADU,33,13,3,0,3.31E+15,Vedasandur
3890,BHAVANI, ,ERODE,TAMIL NADU,33,10,2,0,3.31E+15,Bhavani
4194,ERODE, ,ERODE,TAMIL NADU,33,10,5,0,3.31E+15,Erode
4200,GOPICHETTIPALAIYAM, ,ERODE,TAMIL NADU,33,10,3,0,3.31E+15,Gobichettipalayam
4258,PERUNDURAI, ,ERODE,TAMIL NADU,33,10,4,0,3.31E+15,Perundurai
4270,SATYAMANGALAM, ,ERODE,TAMIL NADU,33,10,1,0,3.31E+15,Sathyamangalam
4030,SRIPERUMBUDUR, ,KANCHIPURAM,TAMIL NADU,33,3,1,0,3.30E+15,Sriperumbudur
4135,TAMBARAM, ,KANCHIPURAM,TAMIL NADU,33,3,2,0,3.30E+15,Tambaram
4281,CHENGALPATTU, ,KANCHIPURAM,TAMIL NADU,33,3,3,0,3.30E+15,Chengalpattu
4283,CHEYYUR, ,KANCHIPURAM,TAMIL NADU,33,3,8,0,3.30E+15,Cheyyur
4284,KANCHIPURAM, ,KANCHIPURAM,TAMIL NADU,33,3,4,0,3.30E+15,Kancheepuram
4294,MADURANTAKAM, ,KANCHIPURAM,TAMIL NADU,33,3,7,0,3.30E+15,Maduranthakam
4320,TIRUKKALUKKUNRAM, ,KANCHIPURAM,TAMIL NADU,33,3,6,0,3.30E+15,Tirukalukundram
4324,UTTIRAMERUR, ,KANCHIPURAM,TAMIL NADU,33,3,5,0,3.30E+15,Uthiramerur
3224,TOVALA, ,KANYAKUMARI,TAMIL NADU,33,30,3,0,3.33E+15,Thovala
4127,AGASTHISWARAM, ,KANYAKUMARI,TAMIL NADU,33,30,4,0,3.33E+15,Agastheeswaram
4129,KALKULAM, ,KANYAKUMARI,TAMIL NADU,33,30,2,0,3.33E+15,Kalkulam
4289,VILAVANCODE, ,KANYAKUMARI,TAMIL NADU,33,30,1,0,3.33E+15,Vilavancode
3901,KRISHNARAYAPURAM, ,KARUR,TAMIL NADU,33,14,3,0,3.31E+15,Krishnarayapuram
4153,ARAVAKURICHI, ,KARUR,TAMIL NADU,33,14,1,0,3.31E+15,Aravakurichi
4211,KARUR, ,KARUR,TAMIL NADU,33,14,2,0,3.31E+15,Karur
4221,KULITHALAI, ,KARUR,TAMIL NADU,33,14,4,0,3.31E+15,Kulithalai
3960,KRISHNAGIRI, ,KRISHNAGIRI,TAMIL NADU,33,31,2,0,3.33E+15,Krishnagiri
4176,DENKANIKOTA, ,KRISHNAGIRI,TAMIL NADU,33,31,3,0,3.33E+15,Denkanikottai
4207,HOSUR, ,KRISHNAGIRI,TAMIL NADU,33,31,1,0,3.33E+15,Hosur
4259,POCHAMPALLI, ,KRISHNAGIRI,TAMIL NADU,33,31,5,0,3.33E+15,Pochampalli
4308,UTTANGARAI, ,KRISHNAGIRI,TAMIL NADU,33,31,6,0,3.33E+15,Uthangarai
4217,TIRUMANGALAM, ,MADURAI,TAMIL NADU,33,24,6,0,3.32E+15,Thirumangalam
4224,MADURAI NORTH, ,MADURAI,TAMIL NADU,33,24,2,0,3.32E+15,Madurai North
4225,MADURAI SOUTH, ,MADURAI,TAMIL NADU,33,24,7,0,3.32E+15,Madurai South
4230,MELUR, ,MADURAI,TAMIL NADU,33,24,1,0,3.32E+15,Melur
4234,VADIPATTI, ,MADURAI,TAMIL NADU,33,24,3,0,3.32E+15,Vadipatti
4255,PERAIYUR, ,MADURAI,TAMIL NADU,33,24,5,0,3.32E+15,Peraiyur
4306,USILAMPATTI, ,MADURAI,TAMIL NADU,33,24,4,0,3.32E+15,Usilampatti
3961,NAGAPATTINAM, ,NAGAPATTINAM,TAMIL NADU,33,19,4,0,3.32E+15,Nagapattinam
3975,KILVELUR, ,NAGAPATTINAM,TAMIL NADU,33,19,5,0,3.32E+15,Kilvelur
4220,VEDARANYAM, ,NAGAPATTINAM,TAMIL NADU,33,19,7,0,3.32E+15,Vedaranyam
4229,MAYILADUTURAI, ,NAGAPATTINAM,TAMIL NADU,33,19,2,0,3.32E+15,Mayiladuthurai
4273,SIRKAZHI, ,NAGAPATTINAM,TAMIL NADU,33,19,1,0,3.32E+15,Sirkali
4279,TARANGAMBADI, ,NAGAPATTINAM,TAMIL NADU,33,19,3,0,3.32E+15,Tharangambadi
4280,THIRUKKUVALAI, ,NAGAPATTINAM,TAMIL NADU,33,19,6,0,3.32E+15,Thirukkuvalai
3904,RASIPURAM, ,NAMAKKAL,TAMIL NADU,33,9,2,0,3.31E+15,Rasipuram
3962,NAMAKKAL, ,NAMAKKAL,TAMIL NADU,33,9,3,0,3.31E+15,Namakkal
4062,TIRUCHENGODU, ,NAMAKKAL,TAMIL NADU,33,9,1,0,3.31E+15,Tiruchengode
4252,PARAMATHIVELUR, ,NAMAKKAL,TAMIL NADU,33,9,4,0,3.31E+15,Paramathi-Velur
3947,PANDALUR, ,NILGIRI,TAMIL NADU,33,11,1,0,3.31E+15,Panthalur
