FID,TEHSIL,SUBDIVISIO,DISTRICT,STATE,SID,DID,TID,VILL_CODE,VID,NAME
932, ,NARSAMPET,WARANGAL,ANDHRA PRADESH,28,9,37,0,2.81E+15,Mudhole
949, ,NALLABALLI,WARANGAL,ANDHRA PRADESH,28,9,21,0,2.81E+15,Neradigonda
966, ,NARMETA,WARANGAL,ANDHRA PRADESH,28,9,4,0,2.81E+15,Bela
969, ,NARSAMPET,WARANGAL,ANDHRA PRADESH,28,9,21,0,2.81E+15,Neradigonda
970, ,NARSIMLAPET,WARANGAL,ANDHRA PRADESH,28,9,48,0,2.81E+15,Mandamarri
1003, ,PARKAL,WARANGAL,ANDHRA PRADESH,28,9,8,0,2.81E+15,Narnoor
1021, ,PALAKURTI,WARANGAL,ANDHRA PRADESH,28,9,26,0,2.81E+15,Vemanpalle
1053, ,CHENNARAOPET,WARANGAL,ANDHRA PRADESH,28,9, , , , 
1119, ,RAGHUNATHPALLI,WARANGAL,ANDHRA PRADESH,28,9,27,0,2.81E+15,Nennal
1122, ,RAIPARTHI,WARANGAL,ANDHRA PRADESH,28,9,32,0,2.81E+15,Sarangapur
1153, ,SANGAM,WARANGAL,ANDHRA PRADESH,28,9,34,0,2.81E+15,Kubeer
1154, ,SANGAM,WARANGAL,ANDHRA PRADESH,28,9,42,0,2.81E+15,Mamda
1171, ,SAYAMPET,WARANGAL,ANDHRA PRADESH,28,9,20,0,2.81E+15,Boath
1193, ,TADVAI,WARANGAL,ANDHRA PRADESH,28,9,11,0,2.81E+15,Sirpur (T)
1194, ,TADVAI,WARANGAL,ANDHRA PRADESH,28,9,16,0,2.81E+15,Jainoor
1220, ,TORUR,WARANGAL,ANDHRA PRADESH,28,9,44,0,2.81E+15,Dandepalle
1228, ,VARDANNAPET,WARANGAL,ANDHRA PRADESH,28,9,33,0,2.81E+15,Tadwai
1241, ,VENKATAPUR,WARANGAL,ANDHRA PRADESH,28,9,13,0,2.81E+15,Bejjur
1328, ,ZAFARGARH,WARANGAL,ANDHRA PRADESH,28,9,25,0,2.81E+15,Dahegaon
104, ,ACHANTA,WEST GODAVARI,ANDHRA PRADESH,28,15,38,0,2.82E+15,Lokeswaram
108, ,AKIVIDU,WEST GODAVARI,ANDHRA PRADESH,28,15,32,0,2.82E+15,Sarangapur
125, ,ATTILI,WEST GODAVARI,ANDHRA PRADESH,28,15,30,0,2.82E+15,Jannaram
173, ,BHIMADOLU,WEST GODAVARI,ANDHRA PRADESH,28,15,20,0,2.82E+15,Boath
205, ,ELAMANCHILI,WEST GODAVARI,ANDHRA PRADESH,28,15,46,0,2.82E+15,Bellampalle
250, ,BHIMAVARAM,WEST GODAVARI,ANDHRA PRADESH,28,15,41,0,2.82E+15,Laxmanchanda
278, ,BUTTAIGUDEM,WEST GODAVARI,ANDHRA PRADESH,28,15,5,0,2.82E+15,Talamadugu
279, ,BUTTAIGUDEM,WEST GODAVARI,ANDHRA PRADESH,28,15,10,0,2.82E+15,Wankdi
289, ,NALLAJERLA,WEST GODAVARI,ANDHRA PRADESH,28,15,13,0,2.82E+15,Bejjur
293, ,CHAGALLU,WEST GODAVARI,ANDHRA PRADESH,28,15,16,0,2.82E+15,Jainoor
329, ,DWARAKATIRUMALA,WEST GODAVARI,ANDHRA PRADESH,28,15,12,0,2.82E+15,Kouthala
332, ,UNDI,WEST GODAVARI,ANDHRA PRADESH,28,15,33,0,2.82E+15,Tadwai
333, ,UNDRAJAVARAM,WEST GODAVARI,ANDHRA PRADESH,28,15,27,0,2.82E+15,Nennal
338, ,CHINTALAPUDI,WEST GODAVARI,ANDHRA PRADESH,28,15,1,0,2.82E+15,Tamsi
363, ,DENDULURU,WEST GODAVARI,ANDHRA PRADESH,28,15,24,0,2.82E+15,Bhimini
365, ,DEVARAPALLI,WEST GODAVARI,ANDHRA PRADESH,28,15,14,0,2.82E+15,Kagaznagar
440, ,ELURU,WEST GODAVARI,ANDHRA PRADESH,28,15,23,0,2.82E+15,Rebbana
450, ,GANAPAVARAM,WEST GODAVARI,ANDHRA PRADESH,28,15,26,0,2.82E+15,Vemanpalle
451, ,GANAPAVARAM,WEST GODAVARI,ANDHRA PRADESH,28,15,31,0,2.82E+15,Kaddam (Peddur)
466, ,MOGALTURRU,WEST GODAVARI,ANDHRA PRADESH,28,15,43,0,2.82E+15,Khanapur
476, ,NIDAMARRU,WEST GODAVARI,ANDHRA PRADESH,28,15,32,0,2.82E+15,Sarangapur
507, ,IRAGAVARAM,WEST GODAVARI,ANDHRA PRADESH,28,15,36,0,2.82E+15,Tanoor
530, ,TADEPALLIGUDEM,WEST GODAVARI,ANDHRA PRADESH,28,15,18,0,2.82E+15,Ichoda
555, ,UNGUTURU,WEST GODAVARI,ANDHRA PRADESH,28,15,19,0,2.82E+15,Bazarhathnoor
636, ,JANGAREDDIGUDEM,WEST GODAVARI,ANDHRA PRADESH,28,15,10,0,2.82E+15,Wankdi
639, ,JILUGUMILLI,WEST GODAVARI,ANDHRA PRADESH,28,15,4,0,2.82E+15,Bela
658, ,KALLA,WEST GODAVARI,ANDHRA PRADESH,28,15,41,0,2.82E+15,Laxmanchanda
659, ,KALLA,WEST GODAVARI,ANDHRA PRADESH,28,15,42,0,2.82E+15,Mamda
671, ,KAMAVARAPUKOTA,WEST GODAVARI,ANDHRA PRADESH,28,15,11,0,2.82E+15,Sirpur (T)
701, ,PENUMANTRA,WEST GODAVARI,ANDHRA PRADESH,28,15,35,0,2.82E+15,Bhainsa
714, ,POLAVARAM,WEST GODAVARI,ANDHRA PRADESH,28,15,6,0,2.82E+15,Gudihathnoor
770, ,KOVVURU,WEST GODAVARI,ANDHRA PRADESH,28,15,15,0,2.82E+15,Asifabad
771, ,KOVVURU,WEST GODAVARI,ANDHRA PRADESH,28,15,17,0,2.82E+15,Utnoor
799, ,KOYYALAGUDEM,WEST GODAVARI,ANDHRA PRADESH,28,15,9,0,2.82E+15,Kerameri
835, ,LINGAPALEM,WEST GODAVARI,ANDHRA PRADESH,28,15,2,0,2.82E+15,Adilabad
942, ,TALAVANCHI NARASAPURAM,WEST GODAVARI,ANDHRA PRADESH,28,15,3,0,2.82E+15,Jainad
962, ,NARASAPUR,WEST GODAVARI,ANDHRA PRADESH,28,15,44,0,2.82E+15,Dandepalle
981, ,NIDADAVOLE,WEST GODAVARI,ANDHRA PRADESH,28,15,17,0,2.82E+15,Utnoor
983, ,NIDAMARRU,WEST GODAVARI,ANDHRA PRADESH,28,15,25,0,2.82E+15,Dahegaon
1019, ,PALAKODERU,WEST GODAVARI,ANDHRA PRADESH,28,15,34,0,2.82E+15,Kubeer
1020, ,PALAKOLLU,WEST GODAVARI,ANDHRA PRADESH,28,15,45,0,2.82E+15,Kasipet
1022, ,PALAPURAM,WEST GODAVARI,ANDHRA PRADESH,28,15,8,0,2.82E+15,Narnoor
1052, ,BUTTAIGUDEM,WEST GODAVARI,ANDHRA PRADESH,28,15, , , , 
1069, ,PEDDAPADU,WEST GODAVARI,ANDHRA PRADESH,28,15,22,0,2.82E+15,Sirpur
1077, ,PEDDAVEGI,WEST GODAVARI,ANDHRA PRADESH,28,15,21,0,2.82E+15,Neradigonda
1084, ,PENTAPADU,WEST GODAVARI,ANDHRA PRADESH,28,15,26,0,2.82E+15,Vemanpalle
1087, ,PENUGONDA,WEST GODAVARI,ANDHRA PRADESH,28,15,37,0,2.82E+15,Mudhole
1088, ,PERAVALLI,WEST GODAVARI,ANDHRA PRADESH,28,15,28,0,2.82E+15,Tandur
1106, ,PODURU,WEST GODAVARI,ANDHRA PRADESH,28,15,39,0,2.82E+15,Dilawarpur
1203, ,TANUKU,WEST GODAVARI,ANDHRA PRADESH,28,15,29,0,2.82E+15,Tiryani
1208, ,THALLAPUDI,WEST GODAVARI,ANDHRA PRADESH,28,15,7,0,2.82E+15,Inderavelly
1294, ,VIRAVASARAM,WEST GODAVARI,ANDHRA PRADESH,28,15,34,0,2.82E+15,Kubeer
1295, ,VIRAVASARAM,WEST GODAVARI,ANDHRA PRADESH,28,15,40,0,2.82E+15,Nirmal
4399, , , ANJAW,ARUNACHAL PRADESH, , , , , , 
4407, , , DIBANG VALLEY,ARUNACHAL PRADESH, , , , , , 
4402, , ,CHANGLANG,ARUNACHAL PRADESH, , , , , , 
4401, , ,EAST KAMENG,ARUNACHAL PRADESH, , , , , , 
4400, , ,EAST SIANG,ARUNACHAL PRADESH, , , , , , 
4393, , ,KURUNG KUMEY,ARUNACHAL PRADESH, , , , , , 
4404, , ,LOHIT,ARUNACHAL PRADESH, , , , , , 
4403, , ,LOWER DIBANG VALLEY,ARUNACHAL PRADESH, , , , , , 
4405, , ,LOWER SUBANSIRI,ARUNACHAL PRADESH, , , , , , 
4406, , ,PAPUM-PARE,ARUNACHAL PRADESH, , , , , , 
4344, , ,TAWANG,ARUNACHAL PRADESH, , , , , , 
4341, , ,TIRAP,ARUNACHAL PRADESH, , , , , , 
4408, , ,UPPER SIANG,ARUNACHAL PRADESH, , , , , , 
3796, , ,UPPER SUBANSIRI,ARUNACHAL PRADESH, , , , , , 
4410, , ,WEST KAMENG,ARUNACHAL PRADESH, , , , , , 
4409, , ,WEST SIANG,ARUNACHAL PRADESH, , , , , , 
918,GORESHWAR CIRCLE, ,BAKSA,ASSAM,18,25,<Null>, , , 
1312,SARUPETA CIRCLE (PART), ,BAKSA,ASSAM,18,25,<Null>, , , 
1419,BAGANPARA CIRCLE, ,BAKSA,ASSAM,18,25,<Null>, , , 
1423,BARAMA CIRCLE, ,BAKSA,ASSAM,18,25,<Null>, , , 
1425,BARNAGAR CIRCLE(PART), ,BAKSA,ASSAM,18,25,<Null>, , , 
1426,BASKA CIRCLE, ,BAKSA,ASSAM,18,25,<Null>, , , 
1449,JALAH CIRCLE, ,BAKSA,ASSAM,18,25,<Null>, , , 
1458,RANGIA CIRCLE (PART), ,BAKSA,ASSAM,18,25,<Null>, , , 
1460,TAMULPUR CIRCLE, ,BAKSA,ASSAM,18,25,<Null>, , , 
1463,TIHU CIRCLE (PART), ,BAKSA,ASSAM,18,25,<Null>, , , 
1010,SARTHEBARI, ,BARPETA,ASSAM,18,5,5,0,1.81E+15,Sarthebari
1057,KALGACHIA CIRCLE, ,BARPETA,ASSAM,18,5,2,0,1.81E+15,Kalgachia
1247,BARPETA CIRCLE, ,BARPETA,ASSAM,18,5,4,0,1.81E+15,Barpeta
1310,JALAH CIRCLE, ,BARPETA,ASSAM,18,5,8, , , 
1340,BAGBAR CIRCLE, ,BARPETA,ASSAM,18,5,3,0,1.81E+15,Baghbor
1341,BAJALI CIRCLE, ,BARPETA,ASSAM,18,5,6,0,1.81E+15,Bajali
1424,BARNAGAR CIRCLE, ,BARPETA,ASSAM,18,5,1, , , 
1431,CHENGA CIRCLE, ,BARPETA,ASSAM,18,5,<Null>, , , 
1459,SARUPETA CIRCLE, ,BARPETA,ASSAM,18,5,7, , , 
1055,BOITAMARI CIRCLE, ,BONGAIGAON,ASSAM,18,4,2,0,1.80E+15,Boitamari
1313,SIDLI CIRCLE (PART), ,BONGAIGAON,ASSAM,18,4,90, , , 
1347,BIJNI CIRCLE(PART), ,BONGAIGAON,ASSAM,18,4,4,0,1.80E+15,Bijni
1362,BONGAIGAON CIRCLE, ,BONGAIGAON,ASSAM,18,4,1,0,1.80E+15,Bongaigaon
1413,SRIJANGRAM CIRCLE, ,BONGAIGAON,ASSAM,18,4,3,0,1.80E+15,Srijangram
1386,LAKHIPUR, ,CACHAR,ASSAM,18,21,5,0,1.82E+15,Lakhipur
1410,SILCHAR, ,CACHAR,ASSAM,18,21,2,0,1.82E+15,Silchar
1407,SIDLI CIRCLE, ,CHIRANG,ASSAM,18,24,90,0,1.82E+15,Sidli
880,MANGALDAI, ,DARRANG,ASSAM,18,8,5,0,1.81E+15,Mangaldoi
1056,KALAIGAON, ,DARRANG,ASSAM,18,8,6,0,1.81E+15,Kalaigaon
1366,DALGAON, ,DARRANG,ASSAM,18,8,7,0,1.81E+15,Dalgaon
1385,KALAIGAON, ,DARRANG,ASSAM,18,8,2,0,1.81E+15,Khoirabari
1402,PATHARIGHAT, ,DARRANG,ASSAM,18,8,3,0,1.81E+15,Pathorighat
1411,SIPAJHAR, ,DARRANG,ASSAM,18,8,4,0,1.81E+15,Sipajhar
1358,SISIBARGAON CIRCAL, ,DHEMAJI,ASSAM,18,13,2,0,1.81E+15,Sissibargaon
1370,DHAKUAKHANA (PART-II), ,DHEMAJI,ASSAM,18,13,4,0,1.81E+15,Dhakuakhana (Part-II)
1372,DHEMAJI, ,DHEMAJI,ASSAM,18,13,1,0,1.81E+15,Dhemaji
1383,JONAI, ,DHEMAJI,ASSAM,18,13,3,0,1.81E+15,Jonai
1442,GOGAMUKH, ,DHEMAJI,ASSAM,18,13,<Null>, , , 
878,AGOMONI CIRCLE, ,DHUBRI,ASSAM,18,2,1,0,1.80E+15,Agamoni
881,MANKACHAR CIRCLE, ,DHUBRI,ASSAM,18,2,8,0,1.80E+15,Mankachar
1054,BOGRIBARI CIRCLE, ,DHUBRI,ASSAM,18,2,4,0,1.80E+15,Bagribari
1264,GOLAKGANJ CIRCLE, ,DHUBRI,ASSAM,18,2,2,0,1.80E+15,Golokganj
1348,BILASIPARA CIRCLE, ,DHUBRI,ASSAM,18,2,5,0,1.80E+15,Bilasipara
1365,CHAPAR CIRCLE, ,DHUBRI,ASSAM,18,2,6,0,1.80E+15,Chapar
1374,DHUBRI CIRCLE, ,DHUBRI,ASSAM,18,2,3,0,1.80E+15,Dhubri
1412,SOUTH SALMARA CIRCLE, ,DHUBRI,ASSAM,18,2,7,0,1.80E+15,South Salmara
1445,GOSSAIGAON CIRCLE, ,DHUBRI,ASSAM,18,2, , , , 
721,TENGAKHAT CIRCLE, ,DIBRUGARH,ASSAM,18,15,4,0,1.82E+15,Tengakhat
1046,TINGKHONG CIRCLE, ,DIBRUGARH,ASSAM,18,15,6,0,1.82E+15,Tingkhong
1363,CHABUA CIRCLE, ,DIBRUGARH,ASSAM,18,15,3,0,1.82E+15,Chabua
1375,DIBRUGARH WEST CIRCLE, ,DIBRUGARH,ASSAM,18,15,1,0,1.82E+15,Dibrugarh West
1398,NAHARKATIYA CIRCLE, ,DIBRUGARH,ASSAM,18,15,7,0,1.82E+15,Naharkatiya
1342,BALIJANA CIRCLE, ,GOALPARA,ASSAM,18,3,2,0,1.80E+15,Balijana
1356,RANGJULI CIRCLE, ,GOALPARA,ASSAM,18,3,5,0,1.80E+15,Rangjuli
1377,DUDHNAI CIRCLE, ,GOALPARA,ASSAM,18,3,4,0,1.80E+15,Dudhnai
1387,LAKHIPUR CIRCLE, ,GOALPARA,ASSAM,18,3,1,0,1.80E+15,Lakhipur
1391,MATIA CIRCLE, ,GOALPARA,ASSAM,18,3,3,0,1.80E+15,Matia
1011,SARUPATHAR CIRCLE, ,GOLAGHAT,ASSAM,18,18,5,0,1.82E+15,Sarupathar
1262,MORANGI CIRCLE, ,GOLAGHAT,ASSAM,18,18,<Null>, , , 
1267,KHUMTAI CIRCLE, ,GOLAGHAT,ASSAM,18,18,2,0,1.82E+15,Khumtai
1350,BOKAKHAT CIRCLE, ,GOLAGHAT,ASSAM,18,18,1,0,1.82E+15,Bokakhat
1368,DERGAON CIRCLE, ,GOLAGHAT,ASSAM,18,18,3,0,1.82E+15,Dergaon
1381,GOLAGHAT CIRCLE, ,GOLAGHAT,ASSAM,18,18,4,0,1.82E+15,Golaghat
1453,MAJULI CIRCLE(PART), ,GOLAGHAT,ASSAM,18,18, , , , 
1415,HAILAKANDI, ,HAILAKANDI,ASSAM,18,23, , , , 
920,TITABAR CIRCLE, ,JORHAT,ASSAM,18,17,5,0,1.82E+15,Titabor
921,WEST JORHAT CIRCLE, ,JORHAT,ASSAM,18,17,2,0,1.82E+15,Jorhat West
1012,TEOK CIRCLE, ,JORHAT,ASSAM,18,17,4,0,1.82E+15,Teok
1308,MAJJU CIRCLE, ,JORHAT,ASSAM,18,17,1,0,1.82E+15,Majuli
1309,MAJUU CIRCLE, ,JORHAT,ASSAM,18,17,1,0,1.82E+15,Majuli
1378,EAST JORHAT CIRCLE, ,JORHAT,ASSAM,18,17,3,0,1.82E+15,Jorhat East
1455,MARIANI CIRCLE, ,JORHAT,ASSAM,18,17,<Null>, , , 
720,SONAPUR CIRCLE, ,KAMRUP,ASSAM,18,27,<Null>, , , 
1417,AZARA CIRCLE (PART), ,KAMRUP,ASSAM,18,27,<Null>, , , 
1429,CHANDANPUR CIRCLE, ,KAMRUP,ASSAM,18,27,<Null>, , , 
1440,DISPUR CIRCLE, ,KAMRUP,ASSAM,18,27,<Null>, , , 
1446,GUWAHATI CIRCLE, ,KAMRUP,ASSAM,18,27, , , , 
1456,NORTH GUWAHATI CIRCLE (PART), ,KAMRUP,ASSAM,18,27,<Null>, , , 
718,HAJO CIRCLE, ,KAMRUP,ASSAM,18,6,4,0,1.81E+15,Hajo
919,GORESWAR CIRCLE, ,KAMRUP,ASSAM,18,6,1, , , 
1009,PALASHBARI CIRCLE, ,KAMRUP,ASSAM,18,6,9,0,1.81E+15,Palasbari
1263,NORTH GUWAHATI CIRCLE, ,KAMRUP,ASSAM,18,6,<Null>, , , 
1307,CHHAYGAON CIRCLE, ,KAMRUP,ASSAM,18,6,5,0,1.81E+15,Chhaygaon
1351,BOKO CIRCLE, ,KAMRUP,ASSAM,18,6,8,0,1.81E+15,Boko
1353,KAMALPUR CIRCLE, ,KAMRUP,ASSAM,18,6,3,0,1.81E+15,Kamalpur
1364,CHAMARIA CIRCLE, ,KAMRUP,ASSAM,18,6,6,0,1.81E+15,Chamaria
1397,NAGARBERA CIRCLE, ,KAMRUP,ASSAM,18,6,7,0,1.81E+15,Nagarbera
1416,AZARA CIRCLE, ,KAMRUP,ASSAM,18,6,<Null>, , , 
1444,GOROIMARI CIRCLE, ,KAMRUP,ASSAM,18,6,<Null>, , , 
1450,KAYA CIRCLE, ,KAMRUP,ASSAM,18,6,<Null>, , , 
1457,RANGIA CIRCLE, ,KAMRUP,ASSAM,18,6,2, , , 
1420,BAITHALANGSO, ,KARBI ANALOG,ASSAM,18,19, , , , 
1428,BOKAJAN, ,KARBI ANALOG,ASSAM,18,19, , , , 
1435,DIPHU, ,KARBI ANALOG,ASSAM,18,19, , , , 
1448,HOWRAGHAT, ,KARBI ANALOG,ASSAM,18,19, , , , 
1338, , ,KARIMGANJ,ASSAM,18,22,3,0,1.82E+15,Nilambazar
1265,GOSSAIGAON CIRCLE, ,KOKRAJHAR,ASSAM,18,1,1,0,1.80E+15,Gossaigaon
1344,BHOWRAGURI CIRCLE, ,KOKRAJHAR,ASSAM,18,1,2,0,1.80E+15,Bhowraguri
1354,KOKRAJHAR CIRCLE, ,KOKRAJHAR,ASSAM,18,1,4,0,1.80E+15,Kokrajhar
1376,DOTOMA CIRCLE, ,KOKRAJHAR,ASSAM,18,1,3,0,1.80E+15,Dotoma
1427,BOGRIBARI CIRCLE, ,KOKRAJHAR,ASSAM,18,1,<Null>, , , 
1430,CHAPAR CIRCLE, ,KOKRAJHAR,ASSAM,18,1,<Null>, , , 
1434,DHUBRI CIRCLE (PART), ,KOKRAJHAR,ASSAM,18,1,<Null>, , , 
1443,GOLAKGANJ CIRCLE (PART), ,KOKRAJHAR,ASSAM,18,1,<Null>, , , 
916,NAOBARICHA, ,LAKHIMPUR,ASSAM,18,12,3,0,1.81E+15,Naobaicha
917,NARAYANPUR, ,LAKHIMPUR,ASSAM,18,12,1,0,1.81E+15,Narayanpur
1346,BIHPURIA, ,LAKHIMPUR,ASSAM,18,12,2,0,1.81E+15,Bihpuria
1369,DHAKUAKHANA, ,LAKHIMPUR,ASSAM,18,12,91,0,1.81E+15,Dhakuakhana (Part-I)
1384,KADAM, ,LAKHIMPUR,ASSAM,18,12,4,0,1.81E+15,Kadam
1401,NORTH LAKHIMPUR, ,LAKHIMPUR,ASSAM,18,12,5,0,1.81E+15,North Lakhimpur
1414,SUBANSIRI, ,LAKHIMPUR,ASSAM,18,12,92,0,1.81E+15,Subansiri (Part-I)
1345,BHURAGAON CIRCLE, ,MORIGAON,ASSAM,18,9,2,0,1.81E+15,Bhuragaon
1355,LAHORIGHAT CIRCLE, ,MORIGAON,ASSAM,18,9,3,0,1.81E+15,Laharighat
1392,MAYANG CIRCLE, ,MORIGAON,ASSAM,18,9,1,0,1.81E+15,Mayong
1393,MIKIRBHETA CIRCLE, ,MORIGAON,ASSAM,18,9,5,0,1.81E+15,Mikirbheta
1394,MORIGAON CIRCLE, ,MORIGAON,ASSAM,18,9,4,0,1.81E+15,Marigaon
1339, , ,N.C HILLS,ASSAM,18,20,2,0,1.82E+15,Haflong
1266,KAMPUR CIRCLE, ,NAGAON,ASSAM,18,10,7,0,1.81E+15,Kampur
1352,KALIABAR CIRCLE, ,NAGAON,ASSAM,18,10,1,0,1.81E+15,Kaliabor
1357,RUPOHIHAT CIRCLE, ,NAGAON,ASSAM,18,10,3,0,1.81E+15,Rupahi
1373,DHING CIRCLE, ,NAGAON,ASSAM,18,10,4,0,1.81E+15,Dhing
1382,HOJAI CIRCLE, ,NAGAON,ASSAM,18,10,8,0,1.81E+15,Hojai
1388,LANKA CIRCLE, ,NAGAON,ASSAM,18,10,9,0,1.81E+15,Lanka
1396,NAGAON CIRCLE, ,NAGAON,ASSAM,18,10,5,0,1.81E+15,Nagaon
1403,RAHA CIRCLE, ,NAGAON,ASSAM,18,10,6,0,1.81E+15,Raha
1405,SAMAGURI  CIRCLE, ,NAGAON,ASSAM,18,10,2,0,1.81E+15,Samaguri
1441,DOBOKA CIRCLE, ,NAGAON,ASSAM,18,10,<Null>, , , 
1008,PACHIM  NALBARI  CIRCLE, ,NALBARI,ASSAM,18,7,4,0,1.81E+15,Pachim Nalbari
1246,BARKHETRI   CIRCLE, ,NALBARI,ASSAM,18,7,5,0,1.81E+15,Barkhetri
1343,BARBHAG CIRCLE, ,NALBARI,ASSAM,18,7,6,0,1.81E+15,Barbhag
1379,GHAGRAPAR  CIRCLE, ,NALBARI,ASSAM,18,7,8,0,1.81E+15,Ghograpar
1399,NALBARI CIRCLE, ,NALBARI,ASSAM,18,7,7,0,1.81E+15,Nalbari
1418,BAGANPARA  CIRCLE(PART), ,NALBARI,ASSAM,18,7,<Null>, , , 
1421,BANEKUCHI REVENUE CIRCLE, ,NALBARI,ASSAM,18,7,<Null>, , , 
1422,BARAMA  CIRCLE(PART), ,NALBARI,ASSAM,18,7,2, , , 
1462,TIHU  CIRCLE, ,NALBARI,ASSAM,18,7,3, , , 
879,AMGURI CIRCLE, ,SIBSAGAR,ASSAM,18,16,3,0,1.82E+15,Amguri
1359,SONARI CIRCLE, ,SIBSAGAR,ASSAM,18,16,5,0,1.82E+15,Sonari
1367,DEMOW CIRCLE, ,SIBSAGAR,ASSAM,18,16,1,0,1.82E+15,Dimow
1389,MAHMARA CIRCLE, ,SIBSAGAR,ASSAM,18,16,6,0,1.82E+15,Mahmora
1400,NAZIRA CIRCLE, ,SIBSAGAR,ASSAM,18,16,4,0,1.82E+15,Nazira
1406,SIBSAGAR CIRCLE, ,SIBSAGAR,ASSAM,18,16,2,0,1.82E+15,Sibsagar
719,HELEM CIRCLE, ,SONITPUR,ASSAM,18,11,6,0,1.81E+15,Helem
1013,TEZPUR CIRCLE, ,SONITPUR,ASSAM,18,11,3,0,1.81E+15,Tezpur
1306,CHARIDUAR CIRCLE, ,SONITPUR,ASSAM,18,11,2,0,1.81E+15,Chariduar
1349,BISWANATH CIRCLE, ,SONITPUR,ASSAM,18,11,5,0,1.81E+15,Biswanath
1371,DHEKIAJULI CIRCLE, ,SONITPUR,ASSAM,18,11,1,0,1.81E+15,Dhekiajuli
1380,GOHPUR CIRCLE, ,SONITPUR,ASSAM,18,11,7,0,1.81E+15,Gohpur
1395,NADUAR CIRCLE, ,SONITPUR,ASSAM,18,11,4,0,1.81E+15,Na-Duar
1461,THELAMARA CIRCLE, ,SONITPUR,ASSAM,18,11,<Null>, , , 
1047,TINSUKIA CIRCLE, ,TINSUKIA,ASSAM,18,14,3,0,1.81E+15,Tinsukia
1248,DUMDUMA CIRCLE, ,TINSUKIA,ASSAM,18,14,2,0,1.81E+15,Doom Dooma
1249,DUMDUMA CIRCLE, ,TINSUKIA,ASSAM,18,14,4,0,1.81E+15,Margherita
1390,MARGHERITA CIRCLE, ,TINSUKIA,ASSAM,18,14,4,0,1.81E+15,Margherita
1404,SADIA CIRCLE, ,TINSUKIA,ASSAM,18,14,1,0,1.81E+15,Sadiya
1311,KALAIGAON CIRCLE, ,UDALGURI,ASSAM,18,26,<Null>, , , 
1432,DALGAON CIRCLE(PART), ,UDALGURI,ASSAM,18,26,<Null>, , , 
1433,DHEKIAJULI CIRCLE(PART), ,UDALGURI,ASSAM,18,26,<Null>, , , 
1447,HARISINGA CIRCLE, ,UDALGURI,ASSAM,18,26,<Null>, , , 
1451,KHAIRABARI CIRCLE, ,UDALGURI,ASSAM,18,26,<Null>, , , 
1452,MAJBAT CIRCLE, ,UDALGURI,ASSAM,18,26,<Null>, , , 
1454,MANGALDAI CIRCLE(PART), ,UDALGURI,ASSAM,18,26,<Null>, , , 
1464,UDALGURI CIRCLE, ,UDALGURI,ASSAM,18,26,<Null>, , , 
3299,ARARIA, ,ARARIYA,BIHAR,10,7, , , , 
3594,FORBES GANJ, ,ARARIYA,BIHAR,10,7, , , , 
3565,ARWAL, ,ARWAL,BIHAR,10,38, , , , 
3566,AURANGABAD, ,AURANGABAD,BIHAR,10,34, , , , 
3592,DAUDNAGAR, ,AURANGABAD,BIHAR,10,34, , , , 
3558, , ,BANKA,BIHAR,10,23, , , , 
3569,BAKHRI, ,BEGUSARAI,BIHAR,10,20, , , , 
3574,BALIA, ,BEGUSARAI,BIHAR,10,20, , , , 
3579,BEGUSARAI, ,BEGUSARAI,BIHAR,10,20, , , , 
3619,MAJHAUL, ,BEGUSARAI,BIHAR,10,20, , , , 
3648,TEGHRA, ,BEGUSARAI,BIHAR,10,20, , , , 
3582,BHABUA, ,BHABUA,BIHAR,10,13, , , , 
3623,MOHANIA, ,BHABUA,BIHAR,10,13, , , , 
3583,BHAGALPUR, ,BHAGALPUR,BIHAR,10,22, , , , 
3601,KAHAL GAON, ,BHAGALPUR,BIHAR,10,22, , , , 
3627,NAUGACHHIA, ,BHAGALPUR,BIHAR,10,22, , , , 
3300,ARRAH, ,BHOJPUR,BIHAR,10,29, , , , 
3454,PIRO, ,BHOJPUR,BIHAR,10,29, , , , 
3571,JAGDISHPUR, ,BHOJPUR,BIHAR,10,29, , , , 
3452,BUXAR, ,BUXAR,BIHAR,10,30, , , , 
3593,DUMAON, ,BUXAR,BIHAR,10,30, , , , 
2891,BENIPUR, ,DRABHANGA,BIHAR,10,13, , , , 
3586,BIRAUL, ,DRABHANGA,BIHAR,10,13, , , , 
3590,DARBHANGA, ,DRABHANGA,BIHAR,10,13, , , , 
3578,BATHANI, ,GAYA,BIHAR,10,35, , , , 
3595,GAYA TOWN, ,GAYA,BIHAR,10,35, , , , 
3643,SHERGHATI, ,GAYA,BIHAR,10,35, , , , 
3649,TIKARI, ,GAYA,BIHAR,10,35, , , , 
3597,GOPALGANJ, ,GOPALGANJ,BIHAR,10,15, , , , 
3599,HATHUA, ,GOPALGANJ,BIHAR,10,15, , , , 
3437,JHANABAD, ,JAHANABAD,BIHAR,10,33, , , , 
3559,<Null>, ,JAMUI,BIHAR,10,37, , , , 
3577,BARSOI, ,KATIHAR,BIHAR,10,10, , , , 
3602,KATIHAR, ,KATIHAR,BIHAR,10,10, , , , 
3620,MANIHAR, ,KATIHAR,BIHAR,10,10, , , , 
3596,GOGARI, ,KHAGARIA,BIHAR,10,21, , , , 
3613,KHAGARIA, ,KHAGARIA,BIHAR,10,21, , , , 
