State,District,Year,January,February,March,April,May,June,July,August,September,October,November,December,Annual Total,,,,,,,
Tamil Nadu, Tuticorin,2010,23.3,0,0,18.9,47.5,4.4,7.9,29.3,124.5,102.5,300.9,125.6,784.8,,,,,,,
Tamil Nadu, Vellore,2004,1.7,0,0.8,22.5,259.6,40.7,118.7,15.1,204.8,136.6,103.1,0.7,904.3,,,,,,,
Tamil Nadu, Vellore,2005,0,1.5,15.4,88.6,80.5,72.8,89.1,108.4,168.9,353.3,191.3,148.1,1317.9,,,,,,,
Tamil Nadu, Vellore,2006,3.2,0,34.8,26.1,55.3,121.2,34.4,75.5,196.6,162,109.6,37.1,855.8,,,,,,,
Tamil Nadu, Vellore,2007,0,1,0,59.9,64.4,85.5,188.9,183.8,124.2,159.1,65.3,216.7,1148.8,,,,,,,
Tamil Nadu, Vellore,2008,11.4,2.9,66.9,10.6,83.3,44.5,70.4,87,110.2,121.5,247.7,7.1,863.5,,,,,,,
Tamil Nadu, Vellore,2009,2.4,0,1.2,10.8,71.1,44.5,17.5,120.7,251.7,17.4,154.1,67.3,758.7,,,,,,,
Tamil Nadu, Vellore,2010,9.5,0,0,19.7,112.4,116.8,123.3,99.7,117,88.9,234,87.8,1009.1,,,,,,,
Tamil Nadu, Villupuram,2004,22.5,0,0,27,464.3,56,98.8,19.3,354.8,295.1,229.9,0.2,1567.9,,,,,,,
Tamil Nadu, Villupuram,2005,0,1,53.3,45.8,69.8,15.8,20.5,101.5,188.5,196.2,497.5,194.5,1384.4,,,,,,,
Tamil Nadu, Villupuram,2006,5.9,0,39.6,16,59,91.8,40,118.1,102.3,312.2,212,75.1,1072,,,,,,,
Tamil Nadu, Villupuram,2007,0,4.8,0,14,30,18.8,103.3,191.5,60.8,355.2,114.6,307.1,1200.1,,,,,,,
Tamil Nadu, Villupuram,2008,36,85.9,128,19.6,84.4,37.3,69.1,101.1,85,256.2,486.8,43.6,1433,,,,,,,
Tamil Nadu, Villupuram,2009,3,0,23.8,0,20.5,44.4,65,121.1,121.6,73,437.5,148.7,1058.6,,,,,,,
Tamil Nadu, Villupuram,2010,11.4,0,0,0,74.2,120.6,44.6,168.5,187.4,113.6,447.8,193.6,1361.7,,,,,,,
Tamil Nadu, Virudunagar,2004,8.8,6,8,59.1,49.4,14.2,40.3,3.8,135.6,156.4,152.7,9.2,643.5,,,,,,,
Tamil Nadu, Virudunagar,2005,0.6,0,43.2,138.1,50.8,1,28.2,64.3,41.9,256.9,225.2,143.5,993.7,,,,,,,
Tamil Nadu, Virudunagar,2006,12.4,0,169.2,40.6,48.3,10.7,1.2,30.1,46.1,299.2,320.6,4.1,982.5,,,,,,,
Tamil Nadu, Virudunagar,2007,10.8,0,0,102.6,43.4,37.7,9.6,54.4,22.6,231.5,130.8,151.8,795.2,,,,,,,
Tamil Nadu, Virudunagar,2008,0.8,37.5,270,50.1,37.1,7.2,40.4,108.1,19.8,338.4,139.6,21.4,1070.4,,,,,,,
Tamil Nadu, Virudunagar,2009,2.2,0,35.3,39.8,49.3,1.7,0,16.5,60.1,38.8,264.1,28.2,536,,,,,,,
Tamil Nadu, Virudunagar,2010,0.1,0,0,20.6,73.1,44,21.6,43.8,97.9,173.5,305,77.3,856.9,,,,,,,
