State,District,Year,January,February,March,April,May,June,July,August,September,October,November,December,Annual Total,,,,,
Madhya Pradesh,Ratlam,2006,0,0,13.7,0,4.6,97.9,293.1,858.2,366.3,0.5,0,0,1634.3,,,,,
Madhya Pradesh,Ratlam,2007,0,0,0,0.1,0.1,80,478,531.2,139.5,0,0,0,1228.9,,,,,
Madhya Pradesh,Ratlam,2008,0.6,0,0.2,1.9,0.4,81.9,208.2,186.1,138.4,34.3,0,0.1,652.1,,,,,
Madhya Pradesh,Ratlam,2009,0.5,0,0,0,9.7,50.8,309,181.7,79.6,96.9,18.8,9.9,756.9,,,,,
Madhya Pradesh,Ratlam,2010,0,2,0,0,0,28.3,248.9,288.1,78.4,1.7,41.6,0,689,,,,,
Madhya Pradesh,Rewa,2004,32.2,0,0,0,0,317.1,207.6,231.6,175.1,35.7,0,0,999.3,,,,,
Madhya Pradesh,Rewa,2005,25.2,24.4,N.A.,0,0,75.5,570,163.8,105.9,0,0,0,N.A.,,,,,
Madhya Pradesh,Rewa,2006,0,0,0,0,0,39.5,363.3,199.6,69.9,0,25.7,0,698.0,,,,,
Madhya Pradesh,Rewa,2007,0,107.7,18,0,18.3,168.2,144.8,98,244,51.2,0,14,864.2,,,,,
Madhya Pradesh,Rewa,2008,4.6,9.4,0,1.2,29.3,175.8,353.4,194.6,73.4,1.2,N.A.,0,N.A.,,,,,
Madhya Pradesh,Rewa,2009,40.6,0,0,7,0,14.6,250,104.2,130,72.4,46.9,2,667.7,,,,,
Madhya Pradesh,Rewa,2010,2.2,56,0,0,12.8,13.4,226.4,264.2,208.6,18,12.1,0,813.7,,,,,
Madhya Pradesh,Sagar,2004,25.6,0,0,5,42,306.8,182,363.6,100.6,35.7,9.4,0,1070.7,,,,,
Madhya Pradesh,Sagar,2005,11.6,3.2,49.3,3.6,3.3,186.6,1012,213.3,156.6,1.2,0,3.9,1644.6,,,,,
Madhya Pradesh,Sagar,2006,0,0,68.1,8.1,36.1,73.9,419.4,308.5,115,1.4,9.6,0,1040.1,,,,,
Madhya Pradesh,Sagar,2007,0,21.6,0.4,1,15.9,106,260.8,216.5,119.5,0,0.2,4.6,746.5,,,,,
Madhya Pradesh,Sagar,2008,0.1,0,5,7.8,1.2,384,228.4,303.9,86,9.9,0,0,1026.3,,,,,
Madhya Pradesh,Sagar,2009,3.6,2.9,0.3,1.4,9.5,45.6,266.2,249.8,282.4,113.8,131.4,8.4,1115.3,,,,,
Madhya Pradesh,Sagar,2010,3.2,1.3,0,0,0,33.8,375.9,255.8,106.4,1.2,3.7,2.2,783.5,,,,,
Madhya Pradesh,Satna,2004,35,0,0,4.5,0.7,366.9,187.9,306.6,119.5,57.3,0,0,1078.4,,,,,
Madhya Pradesh,Satna,2005,18.4,5.8,37.4,6.4,2.6,124.1,800.6,276.3,195.1,4.9,0,0,1471.6,,,,,
Madhya Pradesh,Satna,2006,0,0,34.2,24.2,25,53.8,378.7,209.6,50.2,3.6,0.6,0,779.9,,,,,
Madhya Pradesh,Satna,2007,0,71,21.6,0.6,1,145.1,146.9,176.4,172.9,0,0,5.9,741.4,,,,,
Madhya Pradesh,Satna,2008,0.9,8.5,0.3,3,7.7,205.5,206.9,212.5,101.1,4.1,3.5,0,754.0,,,,,
Madhya Pradesh,Satna,2009,12.9,0,1.4,3.8,14.5,25.8,207.6,192.5,152,220.4,58.9,2.9,892.7,,,,,
Madhya Pradesh,Satna,2010,1.7,5.5,0,0.1,1.6,16.9,228.1,209.7,176.4,13.7,9.7,0,663.4,,,,,
Madhya Pradesh,Sehore,2004,67.1,0,N.A.,N.A.,0,95.5,380.2,589.8,32.7,18.6,0,0,N.A.,,,,,
Madhya Pradesh,Sehore,2005,N.A.,N.A.,17.4,N.A.,0,100.7,411.3,139.6,157.7,0,0,0,N.A.,,,,,
Madhya Pradesh,Sehore,2006,0,0,74.8,0,63.9,40.1,367.8,736.6,348.5,1.1,0,0,1632.8,,,,,
Madhya Pradesh,Sehore,2007,0,9,0,0,2.9,98.1,423.3,229.1,130.6,0,0,0,893.0,,,,,
Madhya Pradesh,Sehore,2008,0,0,0,0,0,76.4,207,224.8,126.9,15.4,29,0,679.5,,,,,
Madhya Pradesh,Sehore,2009,19.9,0,0,1.1,9.5,71.2,397.4,189.9,88.9,84.6,91.8,0,954.3,,,,,
Madhya Pradesh,Sehore,2010,0.8,2.5,0,0,0,39.1,184.2,253.2,129.1,18.7,30.5,0,658.1,,,,,
Madhya Pradesh,Seoni,2004,41.4,0,0,0,2.6,164.7,312.9,194.5,36.2,1.5,0,0,753.8,,,,,
Madhya Pradesh,Seoni,2005,51.8,9.8,7.4,1.9,12.1,164.5,537.5,225.3,374,42.6,0,22.2,1449.1,,,,,
Madhya Pradesh,Seoni,2006,0,0,60.4,39,21.8,42.7,519.5,432.4,170.9,26.5,9.3,0,1322.5,,,,,
Madhya Pradesh,Seoni,2007,0,4.5,0.4,0.8,4.1,97.9,314.5,290.6,252.7,1.2,0,0,966.7,,,,,
Madhya Pradesh,Seoni,2008,0,1.4,7.9,28.2,5.9,254.5,326,184.4,104.9,24.1,5.6,0,942.9,,,,,
Madhya Pradesh,Seoni,2009,0,0,1.7,0.2,1.1,58.5,513,184.6,113.9,16.1,83.8,5.2,978.1,,,,,
Madhya Pradesh,Seoni,2010,0.9,13.6,0.4,0,7.1,122,397.5,310.9,344.5,6.6,10.8,1.9,1216.2,,,,,
Madhya Pradesh,Shahdol,2004,N.A.,N.A.,0,N.A.,0,60,173.4,382.5,98.8,16.7,0,0,N.A.,,,,,
Madhya Pradesh,Shahdol,2005,94.8,17.2,8,0,0,119.3,605.6,405.6,217.5,17,0,0,1485.0,,,,,
Madhya Pradesh,Shahdol,2006,0,0,53.9,7.3,9,61.1,483.4,376.5,57,0,17,0,1065.2,,,,,
Madhya Pradesh,Shahdol,2007,0,67,4.3,0,12,104,300,342,220.8,0,0,0,1050.1,,,,,
Madhya Pradesh,Shahdol,2008,4.3,6,8,15,0.6,199.3,321,252,139,0,0,0,945.2,,,,,
Madhya Pradesh,Shahdol,2009,7,0,15,0,6,35.6,285.9,145.2,146,0,56,4.9,701.6,,,,,
Madhya Pradesh,Shahdol,2010,0,0,0,0,0,42,302.3,291.6,183,0,0,0,818.9,,,,,
Madhya Pradesh,Shajapur,2004,19.8,0,0,0,0,43.7,218.6,477,56.5,12.4,0,0,828.0,,,,,
Madhya Pradesh,Shajapur,2005,0,0,0,9.2,12.9,72.5,273.8,150.1,124,0,0,0,642.5,,,,,
Madhya Pradesh,Shajapur,2006,0,0,37.5,4,44,103.6,324.1,783.4,308.7,23,0,0,1628.3,,,,,
Madhya Pradesh,Shajapur,2007,0,0.7,0,5.5,25.7,85.7,555.7,240.9,145.8,0,0.9,0,1060.9,,,,,
Madhya Pradesh,Shajapur,2008,0,0,4.5,2,0.1,156.2,198.3,155.3,160.7,4.3,11.3,0,692.7,,,,,
Madhya Pradesh,Shajapur,2009,10.1,0,0,5.1,9.1,25.6,348.6,157.8,50.5,94.1,59,26,785.9,,,,,
Madhya Pradesh,Shajapur,2010,1.2,1.9,0,0,0,9,245.6,222.9,72.1,20.6,45.7,1.5,620.5,,,,,
Madhya Pradesh,Sheopur,2004,N.A.,N.A.,N.A.,N.A.,0,20.5,101.1,416.8,1,36.6,0,0,N.A.,,,,,
Madhya Pradesh,Sheopur,2005,0,0,6,10,2,18,604.3,58,95.5,0,0,0,793.8,,,,,
Madhya Pradesh,Sheopur,2006,0,0,19.9,0,7,62.2,172.9,113.9,96.5,9,0,0,481.4,,,,,
Madhya Pradesh,Sheopur,2007,0,38,6,5,14.1,40.6,106.3,208.4,47.9,0,0,3.5,469.8,,,,,
Madhya Pradesh,Sheopur,2008,0,0,0.1,4.2,8.6,239.9,229.6,156,117.7,11,2,0,769.1,,,,,
Madhya Pradesh,Sheopur,2009,0,0,0,4.5,11.5,19.8,77.8,149.1,64.8,9.5,34.3,0.7,372,,,,,
Madhya Pradesh,Sheopur,2010,0,10.1,0,0,0,62.2,156.3,289.5,70.3,0,23.3,0,611.7,,,,,
Madhya Pradesh,Shivpuri,2004,28.6,0,0,0,0,51.5,96.1,392,54.2,69.8,0,0,692.2,,,,,
Madhya Pradesh,Shivpuri,2005,0.9,19,6,1.1,0,70.9,412.7,113.9,116.8,0,0,0,741.3,,,,,
Madhya Pradesh,Shivpuri,2006,0,0,2,0,12.7,76.4,173.8,203.7,112.1,0,0,0,580.7,,,,,
Madhya Pradesh,Shivpuri,2007,0,36.2,10.3,0,0,96.3,155.3,142.6,82.5,0,0,1.8,525.0,,,,,
Madhya Pradesh,Shivpuri,2008,0,0,0.1,0.5,0.2,289.6,185.8,222.5,79.1,4.5,13.2,0,795.5,,,,,
Madhya Pradesh,Shivpuri,2009,4.8,0,0,0.8,9.5,46,254.4,258.7,77.4,79.5,18.3,3.8,753.2,,,,,
Madhya Pradesh,Shivpuri,2010,2.3,13.2,0,0,0,51.3,268.3,353.2,143.5,0,12.8,0,844.6,,,,,
Madhya Pradesh,Sidhi,2004,0,0,0,0,0,198.8,131.4,314.8,114.4,0,0,0,759.4,,,,,
Madhya Pradesh,Sidhi,2005,53.2,30.4,13.6,0,22.6,92.4,412.8,105,55.8,0,0,0,785.8,,,,,
Madhya Pradesh,Sidhi,2006,0,0,N.A.,37.6,47.8,89.2,636,350.2,39.8,0,1.4,0,N.A.,,,,,
Madhya Pradesh,Sidhi,2007,0,71.2,33.2,0,15.4,162.6,120,196.2,172.2,1.1,0,3.6,775.5,,,,,
Madhya Pradesh,Sidhi,2008,9.4,8.2,0,19.4,20.4,134,267.4,254.6,66,0,6,0,785.4,,,,,
Madhya Pradesh,Sidhi,2009,6.4,0,2.4,6.6,7.2,72,254.1,154.2,124.6,7.2,39.4,11,685.1,,,,,
Madhya Pradesh,Sidhi,2010,10.6,0,0,1,8.4,56.6,370.4,221.6,133,33.4,0,0,835,,,,,
Madhya Pradesh,Tikamgarh,2004,1.3,0,0,0,15.7,77.5,108,304.8,35.5,24.5,0,0,567.3,,,,,
Madhya Pradesh,Tikamgarh,2005,0.8,0,13.7,0,0,77.7,408,124.1,89.1,0,0,0,713.4,,,,,
Madhya Pradesh,Tikamgarh,2006,0,0,15.5,0,25.5,2.5,362.6,143.4,34.5,9.7,0,0,593.7,,,,,
Madhya Pradesh,Tikamgarh,2007,0,34,5,0,4.5,50.1,91.4,156,46,0,0,1,388.0,,,,,
Madhya Pradesh,Tikamgarh,2008,0,0,0,0,0,754.7,249.7,259.1,37.5,13,2.5,0,1316.5,,,,,
Madhya Pradesh,Tikamgarh,2009,26,0,0,2.5,4,23.5,221,218,88.9,152,38.2,4,778.1,,,,,
Madhya Pradesh,Tikamgarh,2010,0,24.5,0,0,0,7.5,163.8,230.3,112.4,10,26,0,574.5,,,,,
Madhya Pradesh,Ujjain,2004,28.2,0,0,2.2,6.2,72.5,199.6,524,20.6,45.5,0,0,898.8,,,,,
Madhya Pradesh,Ujjain,2005,0,0,6,12.5,0,54.9,279.3,188,128.7,0,0,0,669.4,,,,,
Madhya Pradesh,Ujjain,2006,0,0,19.9,0,27.2,151.6,245,883.9,432.5,7,1.3,0,1768.4,,,,,
Madhya Pradesh,Ujjain,2007,0,3.4,0,2.2,22.5,119.7,426.1,382.9,168.4,0,0,0,1125.2,,,,,
Madhya Pradesh,Ujjain,2008,0,0,0,13.5,0.3,109.7,218.1,129.6,125.4,41.5,1.5,0,639.6,,,,,
Madhya Pradesh,Ujjain,2009,1.2,0,0,0.2,19.6,69.8,313.6,146.1,101.8,85.1,56,24.5,817.9,,,,,
Madhya Pradesh,Ujjain,2010,0.6,8.8,0,0,0.7,11.9,217.9,328.2,80.7,16.7,45.8,2.2,713.5,,,,,
Madhya Pradesh,Umaria,2004,51.2,0,0,20,5.6,174.7,179.8,376.4,90.6,23.8,0,0,922.1,,,,,
Madhya Pradesh,Umaria,2005,30.6,9.7,19.2,10.7,5.8,218.1,656.6,517.1,164.2,2.4,0,0,1634.4,,,,,
Madhya Pradesh,Umaria,2006,0,0,57.9,0,21,125.2,347.1,391.5,93.1,0,38.2,0,1074.0,,,,,
Madhya Pradesh,Umaria,2007,0,73.3,13.8,0,1.5,60.6,349.8,347.4,158.5,0,0,2.2,1007.1,,,,,
Madhya Pradesh,Umaria,2008,1.5,0.2,1.7,6,12.1,393.6,188.3,173.4,267.7,34.9,8.4,0,1087.8,,,,,
Madhya Pradesh,Umaria,2009,13.5,0,2.6,3.1,2.5,88.4,169.2,139.5,257.6,28.5,176.7,23.6,905.2,,,,,
Madhya Pradesh,Umaria,2010,2.6,20.2,0,0,6.5,66.1,327.9,225.6,179.7,41.2,0,13.9,883.7,,,,,
Madhya Pradesh,Vidisha,2004,27.3,0,0,6,3.2,166.2,181,450.5,53.6,47.8,0,0,935.6,,,,,
Madhya Pradesh,Vidisha,2005,0.5,0,26.6,2.1,0,109.3,575.6,202.6,140.3,2.3,0,0,1059.3,,,,,
Madhya Pradesh,Vidisha,2006,0,0,83.4,5,44.7,38.4,449.2,421.1,254.5,0,0,0,1296.3,,,,,
Madhya Pradesh,Vidisha,2007,0,28.6,0,0,0.8,158.6,275.2,176.6,142.3,0,0,0,782.1,,,,,
Madhya Pradesh,Vidisha,2008,0,0,4.3,17.5,0.2,417.7,311,256.8,134.6,16.6,10.4,0,1169.1,,,,,
Madhya Pradesh,Vidisha,2009,35.5,0,0,0.8,2.2,72.6,244,230.3,188.7,0,114.4,19.8,908.3,,,,,
Madhya Pradesh,Vidisha,2010,2.3,0,0,0,0,136.4,291,242.5,95.4,11,40,5,823.6,,,,,
