,LONGITUDE,SITE_TYPE,SITE_SUB_TYPE,STATE_NAME,DISTRICT_NAME,TAHSIL_NAME,BLOCK_NAME,SITE_NAME,WLS_DATE,WLS_WTR_LEVEL
"11°34'18"" N","92°39'37"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Manglutan,24-Nov-15,0.42
"11°32'0"" N","92°39'10"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Manjeri,31-May-15,0.84
"11°32'0"" N","92°39'10"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Manjeri,24-Nov-15,0.81
"11°39'38"" N","92°44'36"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Marina Park,31-May-15,0.86
"11°39'38"" N","92°44'36"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Marina Park,24-Nov-15,0.86
"11°34'44"" N","92°40'35"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Nayasahar,31-May-15,1.55
"11°34'44"" N","92°40'35"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Nayasahar,24-Nov-15,0.12
"11°49'58"" N","93°1'44"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Nell Kendra,24-Nov-15,3.84
"11°34'15"" N","92°41'47"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,New Bilinton,31-May-15,1.02
"11°34'15"" N","92°41'47"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,New Bilinton,24-Nov-15,0
"11°49'53"" N","93°1'8"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Pearl Park Resort,31-May-15,3.94
"11°49'53"" N","93°1'8"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Pearl Park Resort,24-Nov-15,4.87
"11°40'12"" N","92°44'33"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Port Blair,31-May-15,1.38
"11°40'12"" N","92°44'33"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Port Blair,23-Nov-15,0.67
"11°40'16"" N","92°44'6"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Port Blair Dobhi Well,24-Nov-15,1.29
"11°59'13"" N","92°57'17"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Radhanagar,31-May-15,2.56
"11°59'13"" N","92°57'17"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Radhanagar,24-Nov-15,0.76
"11°49'9"" N","93°2'30"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Ramnagar,24-Nov-15,0.86
"11°32'31"" N","92°43'31"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Rangchanag,31-May-15,3.08
"11°32'31"" N","92°43'31"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Rangchanag,24-Nov-15,1.49
"11°39'47"" N","92°44'46"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Ross Island,31-May-15,4.86
"11°39'47"" N","92°44'46"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Ross Island,24-Nov-15,0.4
"11°39'32"" N","92°44'51"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Shadipur Port Blair,31-May-15,0.75
"11°39'32"" N","92°44'51"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Shadipur Port Blair,24-Nov-15,0
"11°49'12"" N","93°3'36"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Sitanagar SA,24-Nov-15,1.78
"11°39'11"" N","92°44'43"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,South Point Port Blair,31-May-15,1.16
"11°39'11"" N","92°44'43"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,South Point Port Blair,23-Nov-15,1.13
"11°36'17"" N","92°42'12"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Teylarabad,31-May-15,1.78
"12°0'31"" N","92°57'48"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Vi No Forest Camp,24-Nov-15,3.58
"12°0'17"" N","93°0'17"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Vijaynagar,31-May-15,4.46
"12°0'17"" N","93°0'17"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Vijaynagar,24-Nov-15,2.42
"11°35'52"" N","92°37'23"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Wandur,31-May-15,0.17
"11°35'52"" N","92°37'23"" E",Dug Well,,Andaman and Nicobar,SOUTH ANDAMAN,PORT BLAIR,PORT BLAIR,Wandur,24-Nov-15,0.97
"14°7'35"" N","76°58'40"" E",Bore Well,Piezometer,Andhra Pradesh,ANANTAPUR,AMARAPURAM,AMARAPURAM,Amarapuram-PZ,20-May-15,27.8
"14°7'35"" N","76°58'40"" E",Bore Well,Piezometer,Andhra Pradesh,ANANTAPUR,AMARAPURAM,AMARAPURAM,Amarapuram-PZ,01-Nov-15,27.6
"13°59'0"" N","77°46'0"" E",Bore Well,Piezometer,Andhra Pradesh,ANANTAPUR,AMARAPURAM,AMARAPURAM,Gorantla-PZ,20-May-15,29.25
"13°59'0"" N","77°46'0"" E",Bore Well,Piezometer,Andhra Pradesh,ANANTAPUR,AMARAPURAM,AMARAPURAM,Gorantla-PZ,01-Nov-15,29.05
"13°58'22"" N","77°43'53"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,AMARAPURAM,AMARAPURAM,Palasamudram,20-May-15,1.37
"13°58'22"" N","77°43'53"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,AMARAPURAM,AMARAPURAM,Palasamudram,01-Nov-15,0.97
"14°40'30"" N","77°36'30"" E",Bore Well,Piezometer,Andhra Pradesh,ANANTAPUR,ANANTAPUR,ANANTAPUR,Anantapur-PZ,20-May-15,6.33
"14°40'30"" N","77°36'30"" E",Bore Well,Piezometer,Andhra Pradesh,ANANTAPUR,ANANTAPUR,ANANTAPUR,Anantapur-PZ,01-Nov-15,5.36
"14°37'36"" N","77°41'57"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,ANANTAPUR,ANANTAPUR,Poolakunta 2013DW,20-May-15,18
"14°37'36"" N","77°41'57"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,ANANTAPUR,ANANTAPUR,Poolakunta 2013DW,01-Nov-15,11.2
"14°38'40"" N","77°21'30"" E",Bore Well,Piezometer,Andhra Pradesh,ANANTAPUR,ATMAKUR,ATMAKUR,Atmakur-PZ,01-Nov-15,9
"14°40'18"" N","77°27'30"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,ATMAKUR,ATMAKUR,Waddipalli,20-May-15,6.91
"14°40'18"" N","77°27'30"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,ATMAKUR,ATMAKUR,Waddipalli,01-Nov-15,5.08
"14°45'12"" N","77°42'48"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,BUKKARAYASAMUDRAM,BUKKARAYASAMUDRAM,Korrapadu,20-May-15,3.09
"14°45'12"" N","77°42'48"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,BUKKARAYASAMUDRAM,BUKKARAYASAMUDRAM,Korrapadu,01-Nov-15,3.45
"14°41'30"" N","77°39'30"" E",Bore Well,Piezometer,Andhra Pradesh,ANANTAPUR,BUKKARAYASAMUDRAM,BUKKARAYASAMUDRAM,Rekulakunta-PZ,20-May-15,15.2
"14°41'30"" N","77°39'30"" E",Bore Well,Piezometer,Andhra Pradesh,ANANTAPUR,BUKKARAYASAMUDRAM,BUKKARAYASAMUDRAM,Rekulakunta-PZ,01-Nov-15,14.6
"14°16'16"" N","77°37'20"" E",Bore Well,Piezometer,Andhra Pradesh,ANANTAPUR,CHENNAKOTHAPALLE,CHENNAKOTHAPALLE,Chenna Kothapalli-PZ,20-May-15,12.4
"14°16'16"" N","77°37'20"" E",Bore Well,Piezometer,Andhra Pradesh,ANANTAPUR,CHENNAKOTHAPALLE,CHENNAKOTHAPALLE,Chenna Kothapalli-PZ,01-Nov-15,8.5
"13°55'0"" N","77°43'0"" E",Bore Well,Piezometer,Andhra Pradesh,ANANTAPUR,CHILAMATHURU,CHILAMATHURU,Tumukunta(bh),20-May-15,5.36
"13°55'0"" N","77°43'0"" E",Bore Well,Piezometer,Andhra Pradesh,ANANTAPUR,CHILAMATHURU,CHILAMATHURU,Tumukunta(bh),01-Nov-15,3.76
"14°24'42"" N","77°43'12"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,DHARMAVARAM,DHARMAVARAM,Dharmavaram,20-May-15,1.77
"14°24'42"" N","77°43'12"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,DHARMAVARAM,DHARMAVARAM,Dharmavaram,01-Nov-15,1.42
"15°7'0"" N","77°38'35"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,GOOTY,GOOTY,Gooty-alt,20-May-15,5.03
"15°7'0"" N","77°38'35"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,GOOTY,GOOTY,Gooty-alt,01-Nov-15,2.75
"15°6'30"" N","77°37'30"" E",Bore Well,Piezometer,Andhra Pradesh,ANANTAPUR,GOOTY,GOOTY,Gooty-PZ,01-Nov-15,8.7
"13°58'0"" N","77°10'0"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,GUDIBANDA,GUDIBANDA,Budipalli,20-May-15,10.15
"13°58'0"" N","77°10'0"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,GUDIBANDA,GUDIBANDA,Budipalli,01-Nov-15,6.75
"13°58'30"" N","77°46'30"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,GUDIBANDA,GUDIBANDA,Gorantla-DW13,20-May-15,11.7
"13°58'30"" N","77°46'30"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,GUDIBANDA,GUDIBANDA,Gorantla-DW13,01-Nov-15,7.6
"13°57'24"" N","77°6'30"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,GUDIBANDA,GUDIBANDA,Palaram 2013DW,20-May-15,7.24
"13°57'24"" N","77°6'30"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,GUDIBANDA,GUDIBANDA,Palaram 2013DW,01-Nov-15,3.95
"15°10'5"" N","77°22'35"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,GUNTAKAL,GUNTAKAL,Guntakal2,20-May-15,1.97
"15°10'5"" N","77°22'35"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,GUNTAKAL,GUNTAKAL,Guntakal2,01-Nov-15,1.7
"13°42'0"" N","77°29'20"" E",Bore Well,Piezometer,Andhra Pradesh,ANANTAPUR,HINDUPUR,HINDUPUR,Chauluru-bh,01-Nov-15,16.16
"14°11'30"" N","78°9'50"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,KADIRI,KADIRI,Alampur,20-May-15,8.57
"14°11'30"" N","78°9'50"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,KADIRI,KADIRI,Alampur,01-Nov-15,1.32
"14°6'30"" N","78°9'30"" E",Bore Well,Piezometer,Andhra Pradesh,ANANTAPUR,KADIRI,KADIRI,Kadiri - PZ,20-May-15,8.98
"14°6'30"" N","78°9'30"" E",Bore Well,Piezometer,Andhra Pradesh,ANANTAPUR,KADIRI,KADIRI,Kadiri - PZ,01-Nov-15,7.55
"14°32'48"" N","77°6'36"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,KALYANDURG,KALYANDURG,Kalyandurg-alt,20-May-15,7.6
"14°32'48"" N","77°6'36"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,KALYANDURG,KALYANDURG,Kalyandurg-alt,01-Nov-15,4.84
"14°10'0"" N","77°45'30"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,KOTHACHERUVU,KOTHACHERUVU,Mamillakunta,20-May-15,9.23
"14°10'0"" N","77°45'30"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,KOTHACHERUVU,KOTHACHERUVU,Mamillakunta,01-Nov-15,9.23
"14°18'0"" N","77°3'0"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,KUNDURPI,KUNDURPI,Kundurpi-DW14,20-May-15,14.07
"14°18'0"" N","77°3'0"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,KUNDURPI,KUNDURPI,Kundurpi-DW14,01-Nov-15,9.5
"13°48'0"" N","77°36'30"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,LEPAKSHI,LEPAKSHI,Kanchisamudram-DW13,20-May-15,4.96
"13°57'30"" N","77°14'30"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,MADAKASIRA,MADAKASIRA,Madakasira1,20-May-15,0.5
"13°57'30"" N","77°14'30"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,MADAKASIRA,MADAKASIRA,Madakasira1,01-Nov-15,0.5
"13°56'35"" N","77°16'15"" E",Bore Well,Piezometer,Andhra Pradesh,ANANTAPUR,MADAKASIRA,MADAKASIRA,Madakasira-PZ,20-May-15,19.6
"13°56'35"" N","77°16'15"" E",Bore Well,Piezometer,Andhra Pradesh,ANANTAPUR,MADAKASIRA,MADAKASIRA,Madakasira-PZ,01-Nov-15,15.6
"13°55'0"" N","77°12'0"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,MADAKASIRA,MADAKASIRA,Nilakanthapuram,20-May-15,6.1
"13°53'7"" N","77°12'2"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,MADAKASIRA,MADAKASIRA,Nilakanthapuram-alt,01-Nov-15,2.25
"14°21'12"" N","78°2'15"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,MUDIGUBBA,MUDIGUBBA,Adivi Brahmanapalli,20-May-15,3.94
"14°21'12"" N","78°2'15"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,MUDIGUBBA,MUDIGUBBA,Adivi Brahmanapalli,01-Nov-15,0.74
"14°16'12"" N","78°3'27"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,MUDIGUBBA,MUDIGUBBA,Malakavemula-rs,20-May-15,3.56
"14°16'12"" N","78°3'27"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,MUDIGUBBA,MUDIGUBBA,Malakavemula-rs,01-Nov-15,5.22
"14°20'25"" N","77°59'35"" E",Bore Well,Piezometer,Andhra Pradesh,ANANTAPUR,MUDIGUBBA,MUDIGUBBA,Mudigubba-PZ,20-May-15,13.13
"14°20'25"" N","77°59'35"" E",Bore Well,Piezometer,Andhra Pradesh,ANANTAPUR,MUDIGUBBA,MUDIGUBBA,Mudigubba-PZ,01-Nov-15,7.1
"13°59'14"" N","78°11'16"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,NALLACHERUVU,NALLACHERUVU,Nallacheruvu 2013DW,20-May-15,17.1
"13°59'14"" N","78°11'16"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,NALLACHERUVU,NALLACHERUVU,Nallacheruvu 2013DW,01-Nov-15,12.5
"14°6'0"" N","78°6'0"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,NALLAMADA,NALLAMADA,Muthyalacherevu Poolabhavi-DW14,20-May-15,0.25
"14°6'0"" N","78°6'0"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,NALLAMADA,NALLAMADA,Muthyalacherevu Poolabhavi-DW14,01-Nov-15,0.3
"14°42'21"" N","77°49'20"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,NARPALA,NARPALA,Narpala(sultanpet).1,20-May-15,4.8
"14°42'21"" N","77°49'20"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,NARPALA,NARPALA,Narpala(sultanpet).1,01-Nov-15,6.94
"14°2'50"" N","78°2'20"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,OBULADEVARACHERUVU,OBULADEVARACHERUVU,Ingaluru,20-May-15,1.99
"14°2'50"" N","78°2'20"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,OBULADEVARACHERUVU,OBULADEVARACHERUVU,Ingaluru,01-Nov-15,1.99
"14°1'30"" N","77°59'30"" E",Bore Well,Piezometer,Andhra Pradesh,ANANTAPUR,OBULADEVARACHERUVU,OBULADEVARACHERUVU,O.D.Cheruvu-PZ,20-May-15,14.67
"14°1'30"" N","77°59'30"" E",Bore Well,Piezometer,Andhra Pradesh,ANANTAPUR,OBULADEVARACHERUVU,OBULADEVARACHERUVU,O.D.Cheruvu-PZ,01-Nov-15,9.65
"14°0'30"" N","78°1'30"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,OBULADEVARACHERUVU,OBULADEVARACHERUVU,Tangdikunta-DW13,20-May-15,9.15
"14°0'30"" N","78°1'30"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,OBULADEVARACHERUVU,OBULADEVARACHERUVU,Tangdikunta-DW13,01-Nov-15,4
"14°4'20"" N","77°34'54"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,PENUKONDA,PENUKONDA,Penukonda,20-May-15,12.37
"14°4'20"" N","77°34'54"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,PENUKONDA,PENUKONDA,Penukonda,01-Nov-15,10.28
"14°5'0"" N","77°35'20"" E",Bore Well,Piezometer,Andhra Pradesh,ANANTAPUR,PENUKONDA,PENUKONDA,Penukonda-PZ,20-May-15,14.03
"14°5'0"" N","77°35'20"" E",Bore Well,Piezometer,Andhra Pradesh,ANANTAPUR,PENUKONDA,PENUKONDA,Penukonda-PZ,01-Nov-15,10
"14°9'30"" N","77°53'0"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,PUTTAPARTI,PUTTAPARTI,Kambalaparthi-DW14,20-May-15,5.6
"14°9'30"" N","77°53'0"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,PUTTAPARTI,PUTTAPARTI,Kambalaparthi-DW14,01-Nov-15,4.75
"14°3'50"" N","77°46'28"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,PUTTAPARTI,PUTTAPARTI,Pedapalli 2013DW,20-May-15,8.33
"14°3'50"" N","77°46'28"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,PUTTAPARTI,PUTTAPARTI,Pedapalli 2013DW,01-Nov-15,7.2
"14°42'0"" N","76°51'0"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,RAYADURG,RAYADURG,Rayadurg-new,20-May-15,7.76
"14°42'0"" N","76°51'0"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,RAYADURG,RAYADURG,Rayadurg-new,01-Nov-15,3.45
"14°42'10"" N","76°51'20"" E",Bore Well,Piezometer,Andhra Pradesh,ANANTAPUR,RAYADURG,RAYADURG,Rayadurg-PZ,20-May-15,13.1
"14°42'10"" N","76°51'20"" E",Bore Well,Piezometer,Andhra Pradesh,ANANTAPUR,RAYADURG,RAYADURG,Rayadurg-PZ,01-Nov-15,10
"13°53'0"" N","77°8'0"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,ROLLA,ROLLA,Kothapalem,20-May-15,4.29
"13°53'0"" N","77°8'0"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,ROLLA,ROLLA,Kothapalem,01-Nov-15,2.2
"13°51'0"" N","77°6'0"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,ROLLA,ROLLA,Rolla,20-May-15,9.03
"13°51'0"" N","77°6'0"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,ROLLA,ROLLA,Rolla,01-Nov-15,11.73
"13°50'30"" N","77°6'0"" E",Bore Well,Piezometer,Andhra Pradesh,ANANTAPUR,ROLLA,ROLLA,Rolla1,20-May-15,19.87
"13°50'30"" N","77°6'0"" E",Bore Well,Piezometer,Andhra Pradesh,ANANTAPUR,ROLLA,ROLLA,Rolla1,01-Nov-15,19.6
"14°50'30"" N","78°5'36"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,TADIPATRI,TADIPATRI,Bontula Dinne1,01-Nov-15,6.45
"14°54'30"" N","78°0'30"" E",Bore Well,Piezometer,Andhra Pradesh,ANANTAPUR,TADIPATRI,TADIPATRI,Tadipatri-PZ,20-May-15,14.65
"14°54'30"" N","78°0'30"" E",Bore Well,Piezometer,Andhra Pradesh,ANANTAPUR,TADIPATRI,TADIPATRI,Tadipatri-PZ,01-Nov-15,14.6
"14°15'3"" N","78°10'49"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,TALUPULA,TALUPULA,Batrepally 2013DW,20-May-15,7
"14°15'3"" N","78°10'49"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,TALUPULA,TALUPULA,Batrepally 2013DW,01-Nov-15,7
"14°14'35"" N","78°15'45"" E",Bore Well,Piezometer,Andhra Pradesh,ANANTAPUR,TALUPULA,TALUPULA,Talapula-PZ,20-May-15,14.15
"14°14'35"" N","78°15'45"" E",Bore Well,Piezometer,Andhra Pradesh,ANANTAPUR,TALUPULA,TALUPULA,Talapula-PZ,01-Nov-15,11.55
"13°55'10"" N","78°11'55"" E",Bore Well,Piezometer,Andhra Pradesh,ANANTAPUR,TANAKAL,TANAKAL,Tanakallu-PZ,20-May-15,13.9
"13°55'10"" N","78°11'55"" E",Bore Well,Piezometer,Andhra Pradesh,ANANTAPUR,TANAKAL,TANAKAL,Tanakallu-PZ,01-Nov-15,7.7
"14°50'30"" N","77°15'0"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,URAVAKONDA,URAVAKONDA,Amidala,20-May-15,6.86
"14°50'30"" N","77°15'0"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,URAVAKONDA,URAVAKONDA,Amidala,01-Nov-15,6.9
"14°58'0"" N","77°15'15"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,URAVAKONDA,URAVAKONDA,Uravakonda-DW14,20-May-15,3.6
"14°58'0"" N","77°15'15"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,URAVAKONDA,URAVAKONDA,Uravakonda-DW14,01-Nov-15,1.9
"15°0'30"" N","77°25'0"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,VAJRAKARUR,VAJRAKARUR,Vajrakarur,20-May-15,10.48
"15°0'30"" N","77°25'0"" E",Dug Well,,Andhra Pradesh,ANANTAPUR,VAJRAKARUR,VAJRAKARUR,Vajrakarur,01-Nov-15,5.1
"15°3'0"" N","77°52'30"" E",Bore Well,Piezometer,Andhra Pradesh,ANANTAPUR,YADIKI,YADIKI,Yadiki-PZ,20-May-15,12.91
"15°3'0"" N","77°52'30"" E",Bore Well,Piezometer,Andhra Pradesh,ANANTAPUR,YADIKI,YADIKI,Yadiki-PZ,01-Nov-15,12.4
"13°5'21"" N","78°36'38"" E",Dug Well,,Andhra Pradesh,CHITTOOR,BAIREDDIPALLE,BAIREDDIPALLE,Baireddipalli,20-May-15,14.5
"13°5'21"" N","78°36'38"" E",Dug Well,,Andhra Pradesh,CHITTOOR,BAIREDDIPALLE,BAIREDDIPALLE,Baireddipalli,01-Nov-15,7.63
"13°10'15"" N","78°59'15"" E",Dug Well,,Andhra Pradesh,CHITTOOR,BANGARUPALEM,BANGARUPALEM,Shankrantipalli,20-May-15,8.06
"13°10'15"" N","78°59'15"" E",Dug Well,,Andhra Pradesh,CHITTOOR,BANGARUPALEM,BANGARUPALEM,Shankrantipalli,01-Nov-15,12.15
"13°38'13"" N","79°54'3"" E",Dug Well,,Andhra Pradesh,CHITTOOR,BUCHINAIDU-KANDRIKA,BUCHINAIDU-KANDRIKA,Nilavai-DW13,20-May-15,3.37
"13°38'13"" N","79°54'3"" E",Dug Well,,Andhra Pradesh,CHITTOOR,BUCHINAIDU-KANDRIKA,BUCHINAIDU-KANDRIKA,Nilavai-DW13,01-Nov-15,1.9
"13°34'0"" N","79°14'0"" E",Dug Well,,Andhra Pradesh,CHITTOOR,CHANDRAGIRI,CHANDRAGIRI,Mungilipattu,20-May-15,12.78
"13°34'0"" N","79°14'0"" E",Dug Well,,Andhra Pradesh,CHITTOOR,CHANDRAGIRI,CHANDRAGIRI,Mungilipattu,01-Nov-15,5.8
"13°12'24"" N","79°6'6"" E",Dug Well,,Andhra Pradesh,CHITTOOR,CHITTOOR,CHITTOOR,Chittoor-2010,20-May-15,9.1
"13°12'24"" N","79°6'6"" E",Dug Well,,Andhra Pradesh,CHITTOOR,CHITTOOR,CHITTOOR,Chittoor-2010,01-Nov-15,5
"13°3'24"" N","79°8'20"" E",Dug Well,,Andhra Pradesh,CHITTOOR,GUDIPALA,GUDIPALA,Panatoor,20-May-15,15.12
"13°3'24"" N","79°8'20"" E",Dug Well,,Andhra Pradesh,CHITTOOR,GUDIPALA,GUDIPALA,Panatoor,01-Nov-15,10.32
"13°48'55"" N","78°47'45"" E",Dug Well,,Andhra Pradesh,CHITTOOR,KALAKADA,KALAKADA,Kalakoda,20-May-15,8.45
"13°48'55"" N","78°47'45"" E",Dug Well,,Andhra Pradesh,CHITTOOR,KALAKADA,KALAKADA,Kalakoda,01-Nov-15,8.5
"13°31'17"" N","79°22'51"" E",Dug Well,,Andhra Pradesh,CHITTOOR,KAMMAPALLI,KAMMAPALLI,BalezapalliDW15,01-Nov-15,12.63
"13°27'23"" N","79°57'49"" E",Dug Well,,Andhra Pradesh,CHITTOOR,KUPPAM,KUPPAM,Ammasi Reddy Kandriga-DW13,20-May-15,3.1
"13°27'23"" N","79°57'49"" E",Dug Well,,Andhra Pradesh,CHITTOOR,KUPPAM,KUPPAM,Ammasi Reddy Kandriga-DW13,01-Nov-15,3.25
"13°32'0"" N","78°30'0"" E",Dug Well,,Andhra Pradesh,CHITTOOR,MADANAPALLE,MADANAPALLE,Arogyavaram,20-May-15,18.15
"13°32'0"" N","78°30'0"" E",Dug Well,,Andhra Pradesh,CHITTOOR,MADANAPALLE,MADANAPALLE,Arogyavaram,01-Nov-15,18.15
"13°33'11"" N","78°31'45"" E",Dug Well,,Andhra Pradesh,CHITTOOR,MADANAPALLE,MADANAPALLE,Basani Khonda-DW14,20-May-15,15.3
"13°33'11"" N","78°31'45"" E",Dug Well,,Andhra Pradesh,CHITTOOR,MADANAPALLE,MADANAPALLE,Basani Khonda-DW14,01-Nov-15,10.9
"13°22'12"" N","79°48'48"" E",Dug Well,,Andhra Pradesh,CHITTOOR,NAGALAPURAM,NAGALAPURAM,Baitakodiambedu-DW13,20-May-15,12
"13°22'12"" N","79°48'48"" E",Dug Well,,Andhra Pradesh,CHITTOOR,NAGALAPURAM,NAGALAPURAM,Baitakodiambedu-DW13,01-Nov-15,3.08
"13°23'18"" N","79°47'38"" E",Dug Well,,Andhra Pradesh,CHITTOOR,NAGALAPURAM,NAGALAPURAM,Nagalapuram-DW13,20-May-15,3.73
