Country Code,Country,State Code,State,District,Net Groundwater Availability,Projected demand for Domestic and Industrial uses upto 2025,Net Ground Water Availability for Future Irrigation use
1,INDIA,20,MADHYA PRADESH,SINGRAULI,,,
1,INDIA,20,MADHYA PRADESH,TIKAMGARH,,,
1,INDIA,20,MADHYA PRADESH,UJJAIN,,,
1,INDIA,20,MADHYA PRADESH,UMARIA,,,
1,INDIA,20,MADHYA PRADESH,VIDESHA,,,
1,INDIA,21,MAHARASHTRA,AHMADNAGAR,,,
1,INDIA,21,MAHARASHTRA,AKOLA,,,
1,INDIA,21,MAHARASHTRA,AMARAVATI,,,
1,INDIA,21,MAHARASHTRA,AURANGABAD,,,
1,INDIA,21,MAHARASHTRA,BID,,,
1,INDIA,21,MAHARASHTRA,BHANDARA,,,
1,INDIA,21,MAHARASHTRA,BULDHANA,,,
1,INDIA,21,MAHARASHTRA,CHANDRAPUR,,,
1,INDIA,21,MAHARASHTRA,DHULE,,,
1,INDIA,21,MAHARASHTRA,GADCHIROLI,,,
1,INDIA,21,MAHARASHTRA,GONDIYA,,,
1,INDIA,21,MAHARASHTRA,HINGOLI,,,
1,INDIA,21,MAHARASHTRA,JALGAON,,,
1,INDIA,21,MAHARASHTRA,JALNA,,,
1,INDIA,21,MAHARASHTRA,KOLHAPUR,,,
1,INDIA,21,MAHARASHTRA,LATUR,,,
1,INDIA,21,MAHARASHTRA,NAGPUR,,,
1,INDIA,21,MAHARASHTRA,NANDED,,,
1,INDIA,21,MAHARASHTRA,NANDURBAR,,,
1,INDIA,21,MAHARASHTRA,NASIK,,,
1,INDIA,21,MAHARASHTRA,OSMANABAD,,,
1,INDIA,21,MAHARASHTRA,PARBHANI,,,
1,INDIA,21,MAHARASHTRA,PUNE,,,
1,INDIA,21,MAHARASHTRA,RAIGARH,,,
1,INDIA,21,MAHARASHTRA,RATNAGIRI,,,
1,INDIA,21,MAHARASHTRA,SANGLI,,,
1,INDIA,21,MAHARASHTRA,SATARA,,,
1,INDIA,21,MAHARASHTRA,SINDHUDURG,,,
1,INDIA,21,MAHARASHTRA,SOLAPUR,,,
1,INDIA,21,MAHARASHTRA,THANE,,,
1,INDIA,21,MAHARASHTRA,WARDHA,,,
1,INDIA,21,MAHARASHTRA,WASHIM,,,
1,INDIA,21,MAHARASHTRA,YAVATMAL,,,
1,INDIA,22,MANIPUR,IMPHAL WEST,,,
1,INDIA,22,MANIPUR,IMPHAL EAST,,,
1,INDIA,22,MANIPUR,THOUBAL,,,
1,INDIA,22,MANIPUR,KAKCHING BLOCK,,,
1,INDIA,22,MANIPUR,BISHNUPUR,,,
1,INDIA,22,MANIPUR,CHURACHANDPUR,,,
1,INDIA,23,MEGHALAYA,EAST KHASI HILLS,,,
1,INDIA,23,MEGHALAYA,WEST GARO HILLS,,,
1,INDIA,23,MEGHALAYA,EAST GARO HILLS,,,
1,INDIA,23,MEGHALAYA,JAINTIA HILLS,,,
1,INDIA,23,MEGHALAYA,WEST KHASI HILLS,,,
1,INDIA,23,MEGHALAYA,RI BHOI,,,
1,INDIA,23,MEGHALAYA,SOUTH GARO HILLS,,,
1,INDIA,24,MIZORAM,AIZAWL,,,
1,INDIA,24,MIZORAM,CHAMPHAI,,,
1,INDIA,24,MIZORAM,KOLASIB,,,
1,INDIA,24,MIZORAM,LAWNGTLAI,,,
1,INDIA,24,MIZORAM,LUNGLEI,,,
1,INDIA,24,MIZORAM,MAMIT,,,
1,INDIA,24,MIZORAM,SAIHA,,,
1,INDIA,24,MIZORAM,SERCHHIP,,,
1,INDIA,25,NAGALAND,KOHIMA,,,
1,INDIA,25,NAGALAND,DIMAPUR,,,
1,INDIA,25,NAGALAND,PHEK,,,
1,INDIA,25,NAGALAND,MOKOKCHUNG,,,
1,INDIA,25,NAGALAND,ZUNHEBOTO,,,
1,INDIA,25,NAGALAND,WOKHA,,,
1,INDIA,25,NAGALAND,TUENSANG,,,
1,INDIA,25,NAGALAND,MON,,,
1,INDIA,26,ORISSA,ANUGUL,,,
